Date,Stoch_K,Stoch_D,Close
2020-06-21,,,9.261249542236328
2020-06-28,,,9.154999732971191
2020-07-05,,,9.612250328063965
2020-07-12,,,10.479249954223633
2020-07-19,,,10.201499938964844
2020-07-26,,,10.194499969482422
2020-08-02,,,10.614749908447266
2020-08-09,,,11.19950008392334
2020-08-16,,,11.564000129699707
2020-08-23,,,12.683500289916992
2020-08-30,,,13.147749900817871
2020-09-06,,,12.6225004196167
2020-09-13,,,12.16450023651123
2020-09-20,57.58816544996032,,12.189249992370605
2020-09-27,68.19838845551345,,12.873749732971191
2020-10-04,71.43347456566026,65.740009490378,13.062250137329102
2020-10-11,80.7747807410025,73.46888125405873,13.762749671936035
2020-10-18,81.50915120817373,77.90580217161217,13.81149959564209
2020-10-25,77.03923691410853,79.77438962109493,13.590250015258789
2020-11-01,51.4609847450106,70.00312428909763,12.534000396728516
2020-11-08,95.89305535447131,74.79775900453014,14.562000274658203
2020-11-15,63.62884292955305,70.32762767634499,13.29699993133545
2020-11-22,45.77336912228203,68.43175580210213,13.087750434875488
2020-11-29,51.513620740846385,53.638610930893826,13.261249542236328
2020-12-06,61.339952627076904,52.8756474967351,13.558250427246094
2020-12-13,43.81957617871265,52.22438318221199,13.013250350952148
2020-12-20,49.06711342566216,51.408880743817235,13.272000312805176
2020-12-27,39.083233842541404,43.9899744823054,12.993749618530273
2021-01-03,31.57015539132158,39.90683421984171,13.055000305175781
2021-01-10,40.84255138935801,37.165313541073665,13.276749610900879
2021-01-17,23.39535241692584,31.93601973253514,12.85949993133545
2021-01-24,59.063337306478644,41.10041370425416,13.712499618530273
2021-01-31,28.84172512400959,37.100138282471356,12.989749908447266
2021-02-07,52.07923078136952,46.66143107061925,13.590999603271484
2021-02-14,87.80149894594346,56.240818283774196,14.961250305175781
2021-02-21,83.99425433893582,74.6249946887496,14.92650032043457
2021-02-28,40.49883344735899,70.76486224407942,13.714500427246094
2021-03-07,21.18053923743252,48.557875674575776,12.46150016784668
2021-03-14,33.880714559015914,31.853362414602476,12.855999946594238
2021-03-21,33.61140059049618,29.557551462314873,12.845749855041504
2021-03-28,33.44061123345948,33.64424212765719,12.839249610900879
2021-04-04,58.9923878963066,42.01479990675409,13.811750411987305
2021-04-11,74.44822333715287,55.62707415563964,14.399999618530273
2021-04-18,93.5076084636977,75.64940656571905,15.912500381469727
2021-04-25,79.58151397757678,82.51244859280911,15.265250205993652
2021-05-02,74.07883829347166,82.38932024491537,15.009499549865723
2021-05-09,69.83486268651816,74.49840498585553,14.812250137329102
