Date,RSI,Close
2021-01-31,,11.350000381469727
2021-02-28,,14.470000267028809
2021-03-31,,10.770000457763672
2021-04-30,,10.779999732971191
2021-05-31,,9.979999542236328
2021-06-30,,10.6899995803833
2021-07-31,,9.920000076293945
2021-08-31,,9.989999771118164
2021-09-30,,10.399999618530273
2021-10-31,,15.039999961853027
2021-11-30,,23.81999969482422
2021-12-31,,16.700000762939453
2022-01-31,,11.4399995803833
2022-02-28,55.721902299396795,15.979999542236328
2022-03-31,50.042833230524806,12.760000228881836
2022-04-30,42.89328897984566,7.869999885559082
2022-05-31,40.21107290494733,5.75
2022-06-30,38.53412603657781,4.380000114440918
2022-07-31,40.52291026794384,5.400000095367432
2022-08-31,41.60022604923404,5.940000057220459
2022-09-30,40.332689065654264,5.070000171661377
2022-10-31,42.12268683440977,5.889999866485596
2022-11-30,40.94505023016786,5.159999847412109
2022-12-31,38.24757765761765,3.450000047683716
2023-01-31,40.68399318353619,4.440000057220459
2023-02-28,41.43801425026954,4.739999771118164
2023-03-31,44.97822583439091,6.150000095367432
2023-04-30,43.68726335790189,5.510000228881836
2023-05-31,55.1294996345506,10.789999961853027
2023-06-30,59.70517175338895,13.529999732971191
2023-07-31,67.22019819816697,19.25
2023-08-31,62.68593180156589,17.190000534057617
2023-09-30,57.96424615420482,14.880000114440918
2023-10-31,48.956060301641195,9.640000343322754
2023-11-30,52.85598944145752,12.229999542236328
2023-12-31,53.09441035062416,12.390000343322754
2024-01-31,49.52082584198123,10.270000457763672
2024-02-29,49.67567921389351,10.359999656677246
2024-03-31,49.010036654279055,9.989999771118164
2024-04-30,46.40389985819964,8.550000190734863
2024-05-31,45.677299625957076,8.149999618530273
2024-06-30,43.6178681280672,7.03000020980835
2024-07-31,46.22871859623094,8.149999618530273
2024-08-31,44.77342602851059,7.420000076293945
2024-09-30,47.96337339214219,8.739999771118164
2024-10-31,59.86106600741691,15.029999732971191
2024-11-30,78.19087505651552,36.5
2024-12-31,80.53996193160613,41.77000045776367
2025-01-31,76.69125090342314,39.4900016784668
2025-02-28,57.370917073001195,24.56999969482422
2025-03-31,54.876269522106355,22.06999969482422
2025-04-30,59.01420884093065,27.459999084472656
2025-05-31,66.83966841289202,40.34000015258789
2025-06-30,68.17582805729353,42.970001220703125
2025-07-31,66.89549474078729,41.810001373291016
