Date,Tenkan,Kijun,Senkou_A,Senkou_B,Close
2020-06-21,,,,379.6699981689453,372.20001220703125
2020-06-28,,,,372.55999755859375,356.760009765625
2020-07-05,,,,372.55999755859375,362.0
2020-07-12,,,,365.48500061035156,349.25
2020-07-19,,,,365.48500061035156,368.5
2020-07-26,,,,366.9250030517578,386.2099914550781
2020-08-02,,,,366.9250030517578,378.9700012207031
2020-08-09,,,,366.9250030517578,385.6199951171875
2020-08-16,369.3349914550781,,,369.3349914550781,391.4200134277344
2020-08-23,369.3349914550781,,,369.3349914550781,389.57000732421875
2020-08-30,370.7799987792969,,,370.7799987792969,395.5899963378906
2020-09-06,370.7799987792969,,,370.7799987792969,385.0199890136719
2020-09-13,375.49000549316406,,,370.7799987792969,389.45001220703125
2020-09-20,382.4049987792969,,,370.7799987792969,395.1400146484375
2020-09-27,386.9100036621094,,,370.7799987792969,386.70001220703125
2020-10-04,386.9100036621094,,,370.7799987792969,380.5799865722656
2020-10-11,388.3300018310547,,,370.7799987792969,385.92999267578125
2020-10-18,388.3300018310547,,,370.7799987792969,386.5
2020-10-25,383.69000244140625,,,370.7799987792969,374.3299865722656
2020-11-01,373.76499938964844,,,370.7799987792969,350.1300048828125
2020-11-08,372.625,,,370.7799987792969,361.2699890136719
2020-11-15,372.625,,,370.7799987792969,375.1400146484375
2020-11-22,371.12998962402344,,,370.7799987792969,368.0199890136719
2020-11-29,371.12998962402344,,,370.7799987792969,374.3399963378906
2020-12-06,370.55499267578125,,,370.7799987792969,366.6099853515625
2020-12-13,370.55499267578125,370.7799987792969,370.66749572753906,370.7799987792969,361.7099914550781
2020-12-20,367.625,370.7799987792969,369.20249938964844,370.7799987792969,356.0299987792969
2020-12-27,364.55999755859375,370.7799987792969,367.6699981689453,370.7799987792969,351.9700012207031
2021-01-03,365.0350036621094,370.7799987792969,367.9075012207031,370.7799987792969,354.9800109863281
2021-01-10,359.24000549316406,368.69500732421875,363.9675064086914,368.69500732421875,336.1000061035156
2021-01-17,358.39500427246094,367.8500061035156,363.1225051879883,367.8500061035156,347.2699890136719
2021-01-24,357.635009765625,367.8500061035156,362.7425079345703,367.8500061035156,339.8800048828125
2021-01-31,347.5050048828125,362.0500030517578,354.77750396728516,362.0500030517578,321.82000732421875
2021-02-07,343.35499572753906,361.0950012207031,352.2249984741211,361.0950012207031,337.0400085449219
2021-02-14,342.7149963378906,361.0950012207031,351.9049987792969,361.0950012207031,337.7300109863281
2021-02-21,338.81500244140625,361.0950012207031,349.9550018310547,361.0950012207031,335.4200134277344
2021-02-28,338.81500244140625,360.8450012207031,349.8300018310547,361.0950012207031,330.25
2021-03-07,337.39500427246094,359.7050018310547,348.5500030517578,361.0950012207031,340.42999267578125
2021-03-14,337.3000030517578,359.7050018310547,348.50250244140625,361.0950012207031,340.19000244140625
2021-03-21,339.6199951171875,358.2099914550781,348.9149932861328,361.0950012207031,355.07000732421875
2021-03-28,342.5299987792969,358.2099914550781,350.3699951171875,361.0950012207031,364.7099914550781
2021-04-04,347.0249938964844,357.63499450683594,352.32999420166016,361.0950012207031,371.0199890136719
2021-04-11,360.1300048828125,357.63499450683594,358.8824996948242,361.0950012207031,386.2300109863281
2021-04-18,362.1699981689453,357.0749969482422,359.62249755859375,361.0950012207031,391.80999755859375
2021-04-25,362.1699981689453,357.0749969482422,359.62249755859375,361.0950012207031,377.2900085449219
2021-05-02,363.5050048828125,357.0749969482422,360.29000091552734,361.0950012207031,380.55999755859375
2021-05-09,365.01499938964844,357.0749969482422,361.0449981689453,361.0950012207031,390.3399963378906
2021-05-16,369.6449890136719,358.3999938964844,364.0224914550781,361.0950012207031,390.7799987792969
2021-05-23,374.4949951171875,358.3999938964844,366.44749450683594,361.0950012207031,387.2200012207031
2021-05-30,380.9949951171875,358.3999938964844,369.69749450683594,361.0950012207031,382.20001220703125
2021-06-06,383.56500244140625,358.3999938964844,370.9824981689453,361.0950012207031,394.1000061035156
2021-06-13,383.56500244140625,358.3999938964844,370.9824981689453,361.0950012207031,387.7200012207031
2021-06-20,383.56500244140625,358.3999938964844,370.9824981689453,361.0950012207031,379.19000244140625
2021-06-27,383.56500244140625,358.3999938964844,370.9824981689453,361.0950012207031,382.010009765625
2021-07-04,385.1199951171875,358.3999938964844,371.75999450683594,361.0950012207031,381.489990234375
2021-07-11,385.1199951171875,358.3999938964844,371.75999450683594,361.0950012207031,383.1099853515625
2021-07-18,384.48500061035156,358.3999938964844,371.44249725341797,361.0950012207031,377.1400146484375
2021-07-25,381.63999938964844,358.3999938964844,370.0199966430664,361.0950012207031,380.7699890136719
2021-08-01,381.05999755859375,358.3999938964844,369.72999572753906,361.0950012207031,371.6700134277344
2021-08-08,377.6649932861328,363.4949951171875,370.57999420166016,361.0950012207031,362.04998779296875
2021-08-15,374.7799987792969,363.4949951171875,369.1374969482422,361.0950012207031,357.9800109863281
2021-08-22,369.5050048828125,363.4949951171875,366.5,361.0950012207031,357.1700134277344
2021-08-29,369.135009765625,364.8300018310547,366.98250579833984,360.8450012207031,361.989990234375
2021-09-05,369.135009765625,366.3399963378906,367.7375030517578,359.7050018310547,356.0
2021-09-12,365.260009765625,369.6449890136719,367.45249938964844,359.7050018310547,345.8800048828125
2021-09-19,361.9250030517578,368.0699920654297,364.99749755859375,358.3999938964844,340.9800109863281
2021-09-26,355.6699981689453,366.0449981689453,360.8574981689453,358.3999938964844,349.5199890136719
2021-10-03,355.07000732421875,366.0449981689453,360.55750274658203,358.3999938964844,347.79998779296875
2021-10-10,349.7250061035156,366.0449981689453,357.88500213623047,358.3999938964844,353.75
2021-10-17,350.6699981689453,366.0449981689453,358.3574981689453,358.3999938964844,365.6199951171875
2021-10-24,356.05999755859375,366.0449981689453,361.05249786376953,358.3999938964844,374.6000061035156
2021-10-31,351.62001037597656,361.06500244140625,356.3425064086914,358.3999938964844,332.32000732421875
2021-11-07,351.1650085449219,360.61000061035156,355.8875045776367,358.3999938964844,339.8900146484375
2021-11-14,351.1650085449219,359.9750061035156,355.57000732421875,358.3999938964844,339.05999755859375
2021-11-21,351.1650085449219,359.9750061035156,355.57000732421875,358.3999938964844,341.44000244140625
2021-11-28,351.1650085449219,359.9750061035156,355.57000732421875,358.3999938964844,342.7200012207031
2021-12-05,351.1650085449219,359.9750061035156,355.57000732421875,358.3999938964844,333.80999755859375
2021-12-12,351.1650085449219,358.13999938964844,354.65250396728516,358.3999938964844,344.8800048828125
2021-12-19,351.1650085449219,354.8350067138672,353.00000762939453,358.3999938964844,344.1400146484375
2021-12-26,351.1650085449219,354.4650115966797,352.8150100708008,358.3999938964844,347.0199890136719
2022-01-02,341.0299987792969,354.4650115966797,347.7475051879883,358.3999938964844,355.4100036621094
2022-01-09,346.1000061035156,354.4650115966797,350.28250885009766,358.3999938964844,360.1400146484375
2022-01-16,350.5950012207031,354.4650115966797,352.5300064086914,358.3999938964844,372.6199951171875
2022-01-23,354.82501220703125,352.8400115966797,353.83251190185547,358.3999938964844,371.20001220703125
2022-01-30,361.90000915527344,359.9150085449219,360.90750885009766,358.3999938964844,393.1499938964844
2022-02-06,364.510009765625,359.9150085449219,362.21250915527344,360.61000061035156,389.3299865722656
2022-02-13,366.135009765625,361.5400085449219,363.83750915527344,361.5400085449219,396.19000244140625
2022-02-20,366.135009765625,361.5400085449219,363.83750915527344,361.5400085449219,386.4599914550781
2022-02-27,380.7250061035156,369.3400115966797,375.03250885009766,369.3400115966797,409.489990234375
2022-03-06,407.8450012207031,393.44500732421875,400.64500427246094,393.44500732421875,458.1499938964844
2022-03-13,419.7200012207031,402.11000061035156,410.91500091552734,402.11000061035156,439.0400085449219
2022-03-20,422.6649932861328,402.11000061035156,412.3874969482422,402.11000061035156,426.17999267578125
2022-03-27,422.6649932861328,402.11000061035156,412.3874969482422,402.11000061035156,453.6600036621094
2022-04-03,429.1549987792969,402.11000061035156,415.6324996948242,402.11000061035156,445.9800109863281
2022-04-10,429.1549987792969,402.11000061035156,415.6324996948242,402.11000061035156,461.5199890136719
2022-04-17,429.1549987792969,402.11000061035156,415.6324996948242,402.11000061035156,467.6600036621094
2022-04-24,432.2449951171875,402.11000061035156,417.17749786376953,402.11000061035156,445.7900085449219
2022-05-01,445.67498779296875,402.11000061035156,423.89249420166016,402.11000061035156,432.1199951171875
2022-05-08,445.67498779296875,404.0950012207031,424.88499450683594,402.11000061035156,449.42999267578125
2022-05-15,443.42999267578125,404.0950012207031,423.7624969482422,402.11000061035156,435.1700134277344
2022-05-22,446.39500427246094,404.0950012207031,425.24500274658203,402.11000061035156,424.1499938964844
2022-05-29,446.39500427246094,404.0950012207031,425.24500274658203,402.11000061035156,450.55999755859375
2022-06-05,446.39500427246094,406.7050018310547,426.5500030517578,402.11000061035156,442.69000244140625
2022-06-12,446.39500427246094,406.7050018310547,426.5500030517578,402.11000061035156,430.19000244140625
2022-06-19,435.0800018310547,406.7050018310547,420.8925018310547,402.11000061035156,404.010009765625
2022-06-26,425.6650085449219,413.4949951171875,419.5800018310547,402.11000061035156,419.0400085449219
2022-07-03,425.6650085449219,416.50999450683594,421.0875015258789,402.11000061035156,433.5199890136719
2022-07-10,425.6650085449219,419.7200012207031,422.6925048828125,402.11000061035156,420.3500061035156
2022-07-17,425.6650085449219,422.6649932861328,424.16500091552734,402.11000061035156,398.3800048828125
2022-07-24,415.1700134277344,422.6649932861328,418.9175033569336,402.11000061035156,394.739990234375
2022-07-31,415.1700134277344,426.8300018310547,421.00000762939453,402.11000061035156,413.80999755859375
2022-08-07,415.1700134277344,426.8300018310547,421.00000762939453,402.11000061035156,426.4100036621094
2022-08-14,404.31500244140625,426.8300018310547,415.57250213623047,402.11000061035156,434.239990234375
2022-08-21,409.5800018310547,426.8300018310547,418.2050018310547,402.11000061035156,440.0299987792969
2022-08-28,409.5800018310547,426.8300018310547,418.2050018310547,402.11000061035156,431.1300048828125
2022-09-04,409.5800018310547,426.8300018310547,418.2050018310547,402.11000061035156,418.57000732421875
2022-09-11,409.5800018310547,424.5850067138672,417.08250427246094,402.11000061035156,421.5299987792969
2022-09-18,409.5800018310547,424.5850067138672,417.08250427246094,402.11000061035156,414.2900085449219
2022-09-25,419.55999755859375,424.5850067138672,422.07250213623047,402.11000061035156,413.07000732421875
2022-10-02,413.5199890136719,424.5850067138672,419.05249786376953,402.11000061035156,386.2900085449219
2022-10-09,413.5199890136719,424.5850067138672,419.05249786376953,402.11000061035156,403.9599914550781
2022-10-16,413.5199890136719,424.5850067138672,419.05249786376953,402.11000061035156,389.4100036621094
2022-10-23,418.1199951171875,415.1700134277344,416.64500427246094,402.11000061035156,454.6099853515625
2022-10-30,436.3450012207031,432.40501403808594,434.37500762939453,407.6850128173828,484.8699951171875
2022-11-06,436.35499572753906,432.4150085449219,434.38500213623047,409.6800079345703,481.6700134277344
2022-11-13,438.10499572753906,434.1650085449219,436.13500213623047,411.4300079345703,463.8599853515625
2022-11-20,438.10499572753906,434.1650085449219,436.13500213623047,411.4300079345703,476.82000732421875
2022-11-27,438.10499572753906,434.1650085449219,436.13500213623047,411.4300079345703,483.4599914550781
2022-12-04,443.52500915527344,436.3100128173828,439.9175109863281,416.1850128173828,496.2300109863281
2022-12-11,443.52500915527344,436.3100128173828,439.9175109863281,416.1850128173828,483.5799865722656
2022-12-18,445.5500030517578,436.3100128173828,440.9300079345703,416.1850128173828,481.7900085449219
2022-12-25,475.57000732421875,436.3100128173828,455.9400100708008,422.9750061035156,483.2900085449219
2023-01-01,478.5,436.3100128173828,457.4050064086914,425.99000549316406,486.489990234375
2023-01-08,478.5,436.3100128173828,457.4050064086914,429.20001220703125,473.239990234375
2023-01-15,471.8450012207031,436.3100128173828,454.07750701904297,432.14500427246094,449.8299865722656
2023-01-22,468.2850036621094,440.25,454.2675018310547,432.14500427246094,443.2799987792969
2023-01-29,468.2850036621094,440.25,454.2675018310547,436.3100128173828,459.6000061035156
2023-02-05,466.3000030517578,440.25,453.2750015258789,436.3100128173828,459.0799865722656
2023-02-12,464.5350036621094,440.25,452.3925018310547,436.3100128173828,480.8299865722656
