Date,Open,High,Low,Close,Volume
2020-05-31,177.5399932861328,187.05999755859375,175.67999267578125,183.25,383286900
2020-06-30,182.5399932861328,204.39999389648438,181.35000610351562,203.50999450683594,764965400
2020-07-31,203.13999938964844,216.3800048828125,197.50999450683594,205.00999450683594,770190800
2020-08-31,211.52000427246094,231.14999389648438,203.13999938964844,225.52999877929688,692423900
2020-09-30,225.50999450683594,232.86000061035156,196.25,210.3300018310547,768176300
2020-10-31,213.49000549316406,225.2100067138672,199.6199951171875,202.47000122070312,631618000
2020-11-30,204.2899932861328,228.1199951171875,200.1199951171875,214.07000732421875,573443000
2020-12-31,214.50999450683594,227.17999267578125,209.11000061035156,222.4199981689453,594761700
2021-01-31,222.52999877929688,242.63999938964844,211.94000244140625,231.9600067138672,648076400
2021-02-28,235.05999755859375,246.1300048828125,227.8800048828125,232.3800048828125,490962200
2021-03-31,235.89999389648438,241.0500030517578,224.25999450683594,235.77000427246094,724945800
2021-04-30,238.47000122070312,263.19000244140625,238.0500030517578,252.17999267578125,568661600
2021-05-31,253.39999389648438,254.35000610351562,238.07000732421875,249.67999267578125,495084900
2021-06-30,251.22999572753906,271.6499938964844,243.0,270.8999938964844,508572200
2021-07-31,269.6099853515625,290.1499938964844,269.6000061035156,284.9100036621094,522672700
2021-08-31,286.3599853515625,305.8399963378906,283.739990234375,301.8800048828125,441308900
2021-09-30,302.8699951171875,305.32000732421875,281.6199951171875,281.9200134277344,502918700
2021-10-31,282.1199951171875,332.0,280.25,331.6199951171875,516515800
2021-11-30,331.3599853515625,349.6700134277344,326.3699951171875,330.5899963378906,509885200
2021-12-31,335.1300048828125,344.29998779296875,317.25,336.32000732421875,625674800
2022-01-31,335.3500061035156,338.0,276.04998779296875,310.9800109863281,947531400
2022-02-28,310.4100036621094,315.1199951171875,271.5199890136719,298.7900085449219,697050600
2022-03-31,296.3999938964844,315.95001220703125,270.0,308.30999755859375,734334200
2022-04-30,309.3699951171875,315.1099853515625,270.0,277.5199890136719,627343400
2022-05-31,277.7099914550781,290.8800048828125,246.44000244140625,271.8699951171875,742902000
2022-06-30,275.20001220703125,277.69000244140625,241.50999450683594,256.8299865722656,621372300
2022-07-31,256.3900146484375,282.0,245.94000244140625,280.739990234375,534891800
2022-08-31,277.82000732421875,294.17999267578125,260.6600036621094,261.4700012207031,477157600
2022-09-30,258.8699951171875,267.45001220703125,232.72999572753906,232.89999389648438,575586600
2022-10-31,235.41000366210938,251.0399932861328,219.1300048828125,232.1300048828125,671225100
2022-11-30,234.60000610351562,255.3300018310547,213.42999267578125,255.13999938964844,615296000
2022-12-31,253.8699951171875,263.9200134277344,233.8699951171875,239.82000732421875,591358700
2023-01-31,243.0800018310547,249.8300018310547,219.35000610351562,247.80999755859375,666168100
2023-02-28,248.0,276.760009765625,245.47000122070312,249.4199981689453,615501000
2023-03-31,250.75999450683594,289.2699890136719,245.61000061035156,288.29998779296875,747635000
2023-04-30,286.5199890136719,308.92999267578125,275.3699951171875,307.260009765625,551497100
2023-05-31,306.9700012207031,335.94000244140625,303.3999938964844,328.3900146484375,600807200
2023-06-30,325.92999267578125,351.4700012207031,322.5,340.5400085449219,547588700
2023-07-31,339.19000244140625,366.7799987792969,327.0,335.9200134277344,666764400
2023-08-31,335.19000244140625,338.5400085449219,311.54998779296875,327.760009765625,479456700
2023-09-30,331.30999755859375,340.8599853515625,309.45001220703125,315.75,416680700
2023-10-31,316.2799987792969,346.20001220703125,311.2099914550781,338.1099853515625,540907000
2023-11-30,339.7900085449219,384.29998779296875,339.6499938964844,378.9100036621094,563880300
2023-12-31,376.760009765625,378.1600036621094,362.8999938964844,376.0400085449219,522003700
2024-01-31,373.8599853515625,415.32000732421875,366.5,397.5799865722656,528399000
2024-02-29,401.8299865722656,420.82000732421875,397.2200012207031,413.6400146484375,444176300
2024-03-31,411.2699890136719,430.82000732421875,398.3900146484375,420.7200012207031,426349600
2024-04-30,423.95001220703125,429.3699951171875,388.0299987792969,389.3299865722656,440777700
2024-05-31,392.6099853515625,433.6000061035156,390.30999755859375,415.1300048828125,413800800
2024-06-30,415.5299987792969,456.1700134277344,408.9200134277344,446.95001220703125,342370400
2024-07-31,448.6600036621094,468.3500061035156,412.2099914550781,418.3500061035156,440449200
2024-08-31,420.7900085449219,427.4599914550781,385.5799865722656,417.1400146484375,451919000
2024-09-30,417.9100036621094,441.8500061035156,400.79998779296875,430.29998779296875,376921200
2024-10-31,428.45001220703125,438.5,406.29998779296875,406.3500061035156,440745500
2024-11-30,409.010009765625,429.3299865722656,405.57000732421875,423.4599914550781,442321200
2024-12-31,421.57000732421875,456.1600036621094,420.6600036621094,421.5,439902400
2025-01-31,425.5299987792969,448.3800048828125,410.7200012207031,415.05999755859375,462562700
2025-02-28,411.6000061035156,419.30999755859375,386.57000732421875,396.989990234375,432448900
2025-03-31,398.82000732421875,402.1499938964844,367.239990234375,375.3900146484375,491786600
2025-04-30,374.6499938964844,396.6600036621094,344.7900085449219,395.260009765625,562967600
2025-05-31,431.1099853515625,462.5199890136719,424.8999938964844,460.3599853515625,476942400
2025-06-30,457.1400146484375,500.760009765625,456.8900146484375,497.4100036621094,401255100
2025-07-31,496.4700012207031,506.7799987792969,488.70001220703125,503.32000732421875,127684600
