Date,BB_Upper,BB_Middle,BB_Lower,Close
2020-05-14,,,,180.52999877929688
2020-05-15,,,,183.16000366210938
2020-05-18,,,,184.91000366210938
2020-05-19,,,,183.6300048828125
2020-05-20,,,,185.66000366210938
2020-05-21,,,,183.42999267578125
2020-05-22,,,,183.50999450683594
2020-05-26,,,,181.57000732421875
2020-05-27,,,,181.80999755859375
2020-05-28,,,,181.39999389648438
2020-05-29,,,,183.25
2020-06-01,,,,182.8300018310547
2020-06-02,,,,184.91000366210938
2020-06-03,,,,185.36000061035156
2020-06-04,,,,182.9199981689453
2020-06-05,,,,187.1999969482422
2020-06-08,,,,188.36000061035156
2020-06-09,,,,189.8000030517578
2020-06-10,,,,196.83999633789062
2020-06-11,192.0525619896692,184.86750030517578,177.68243862068238,186.27000427246094
2020-06-12,192.22748224706245,185.22800064086914,178.22851903467583,187.74000549316406
2020-06-15,192.62749480099455,185.517000579834,178.40650635867343,188.94000244140625
2020-06-16,193.86869168431505,185.95000076293945,178.03130984156385,193.57000732421875
2020-06-17,195.09724636747902,186.48050079345703,177.86375521943503,194.24000549316406
2020-06-18,196.6228964909503,187.0135009765625,177.40410546217473,196.32000732421875
2020-06-19,197.68112267921055,187.59950103759766,177.51787939598478,195.14999389648438
2020-06-22,199.81166751423888,188.4525016784668,177.09333584269473,200.57000732421875
2020-06-23,201.78374610049303,189.46950149536133,177.15525689022962,201.91000366210938
2020-06-24,202.57345843513144,190.27100143432617,177.9685444335209,197.83999633789062
2020-06-25,203.5590383061258,191.21800155639647,178.87696480666713,200.33999633789062
2020-06-26,203.83523796511022,191.87200164794922,179.9087653307882,196.3300018310547
2020-06-29,204.1832638708162,192.6525016784668,181.12173948611738,198.44000244140625
2020-06-30,205.4604915868902,193.58250122070314,181.70451085451606,203.50999450683594
2020-07-01,206.73736957761153,194.54950103759765,182.36163249758377,204.6999969482422
2020-07-02,207.694591241626,195.71650085449218,183.73841046735836,206.25999450683594
2020-07-06,209.86636164771835,196.8915008544922,183.91664006126604,210.6999969482422
2020-07-07,211.13880026903303,197.8860008239746,184.63320137891617,208.25
2020-07-08,213.24738626278284,199.03750076293946,184.82761526309608,212.8300018310547
2020-07-09,215.55153118106765,199.91150131225587,184.27147144344409,214.32000732421875
2020-07-10,216.70045351676146,201.28150100708007,185.86254849739868,213.6699981689453
2020-07-13,216.53206731641387,202.2480010986328,187.96393488085175,207.07000732421875
2020-07-14,216.3445590545845,203.21850128173827,190.09244350889205,208.35000610351562
2020-07-15,216.44121085963752,203.94200057983397,191.44279030003042,208.0399932861328
2020-07-16,216.10793456224778,204.42600021362304,192.7440658649983,203.9199981689453
2020-07-17,215.86137829767563,204.75400009155274,193.64662188542985,202.8800048828125
2020-07-20,216.14030656257418,205.5765007019043,195.01269484123443,211.60000610351562
2020-07-21,216.3742488566176,205.98550033569336,195.5967518147691,208.75
2020-07-22,216.97901419582888,206.47750015258788,195.97598610934688,211.75
2020-07-23,216.62412928696122,206.7125,196.8008707130388,202.5399932861328
2020-07-24,216.55684879067735,206.76050033569337,196.96415188070938,201.3000030517578
2020-07-27,215.81625134832802,207.1365005493164,198.45674975030477,203.85000610351562
2020-07-28,215.39756725553383,207.31550064086915,199.23343402620446,202.02000427246094
2020-07-29,215.37668366041265,207.34300079345704,199.30931792650142,204.05999755859375
2020-07-30,215.39666642290783,207.30300064086913,199.20933485883043,203.89999389648438
2020-07-31,215.3845662016539,207.24050064086913,199.09643508008435,205.00999450683594
2020-08-03,216.52623372253262,207.53250045776366,198.5387671929947,216.5399932861328
2020-08-04,217.12045247465286,207.7845001220703,198.44854776948776,213.2899932861328
2020-08-05,217.13795761195897,207.79000015258788,198.4420426932168,212.94000244140625
2020-08-06,217.5594699588747,207.89150009155273,198.22353022423076,216.35000610351562
2020-08-07,217.37076984465747,207.8319999694824,198.29323009430735,212.47999572753906
2020-08-10,217.42478296305126,207.8909996032715,198.35721624349173,208.25
2020-08-11,217.37254030833924,207.64249954223632,197.9124587761334,203.3800048828125
2020-08-12,217.45232387119873,207.7,197.94767612880125,209.19000244140625
2020-08-13,217.54221049669997,207.93899993896486,198.33578938122974,208.6999969482422
2020-08-14,217.56337142022787,208.23999938964843,198.916627359069,208.89999389648438
2020-08-17,217.41965921110054,208.1739990234375,198.92833883577444,210.27999877929688
2020-08-18,217.6672795611685,208.3109992980957,198.95471903502292,211.49000549316406
2020-08-19,217.45611899955273,208.2084991455078,198.96087929146287,209.6999969482422
2020-08-20,218.07125939396408,208.8104995727539,199.54973975154374,214.5800018310547
2020-08-21,218.1515303330499,209.39649963378906,200.64146893452823,213.02000427246094
2020-08-24,218.44515898821533,209.88849945068358,201.33183991315184,213.69000244140625
2020-08-25,218.82129698813117,210.6109992980957,202.40070160806022,216.47000122070312
2020-08-26,220.30400945788693,211.46549911499022,202.6269887720935,221.14999389648438
2020-08-27,222.95409762612698,212.59949951171876,202.24490139731054,226.5800018310547
2020-08-28,225.76078550923276,213.79449996948242,201.82821442973207,228.91000366210938
2020-08-31,227.22169755082197,214.24400024414064,201.2663029374593,225.52999877929688
2020-09-01,229.09289657561894,214.94300079345703,200.79310501129513,227.27000427246094
2020-09-02,231.74485584164412,215.87850036621094,200.01214489077776,231.64999389648438
2020-09-03,231.80340181387658,215.92600021362304,200.0485986133695,217.3000030517578
2020-09-04,231.83370895308832,216.0145004272461,200.1952919014039,214.25
2020-09-08,232.27422372350205,215.73500061035156,199.19577749720108,202.66000366210938
