Date,EMA,Close
2020-06-21,,187.02000427246094
2020-06-28,,170.00999450683594
2020-07-05,,180.80999755859375
2020-07-12,,178.44000244140625
2020-07-19,,175.66000366210938
2020-07-26,,173.75999450683594
2020-08-02,,158.0
2020-08-09,,170.02000427246094
2020-08-16,,178.0800018310547
2020-08-23,,167.5
2020-08-30,,175.8000030517578
2020-09-06,,171.0500030517578
2020-09-13,,160.22999572753906
2020-09-20,,161.13999938964844
2020-09-27,,156.02999877929688
2020-10-04,,168.0800018310547
2020-10-11,,167.3300018310547
2020-10-18,,167.35000610351562
2020-10-25,,167.36000061035156
2020-11-01,168.3118720720249,144.38999938964844
2020-11-08,167.3050276359429,157.74000549316406
2020-11-15,169.19121553826756,187.11000061035156
2020-11-22,172.08919454578376,199.6199951171875
2020-11-29,176.31879506523293,216.5
2020-12-06,181.68938665081714,232.7100067138672
2020-12-13,186.32182619179216,230.3300018310547
2020-12-20,189.50546179257384,219.75
2020-12-27,192.13827437389864,217.14999389648438
2021-01-03,194.22605753434578,214.05999755859375
2021-01-10,195.718813378359,209.89999389648438
2021-01-17,196.53797470653612,204.32000732421875
2021-01-24,197.4238815285699,205.83999633789062
2021-01-31,197.11589304407812,194.19000244140625
2021-02-07,198.14580729471652,207.92999267578125
2021-02-14,199.36811095498533,210.97999572753906
2021-02-21,201.0921005041013,217.47000122070312
2021-02-28,202.13189993293318,212.00999450683594
2021-03-07,204.14029053176841,223.22000122070312
2021-03-14,210.33550118982916,269.19000244140625
2021-03-21,214.66735891691388,255.82000732421875
2021-03-28,217.5438004597971,244.8699951171875
2021-04-04,220.91677248399427,252.9600067138672
2021-04-11,223.91136563888543,252.36000061035156
2021-04-18,226.22266345192313,248.17999267578125
2021-04-25,227.3805054929602,238.3800048828125
2021-05-02,228.04045711825864,234.30999755859375
2021-05-09,228.7480327470629,235.47000122070312
2021-05-16,228.72155355407622,228.47000122070312
2021-05-23,229.30235867504217,234.82000732421875
2021-05-30,230.98975349384398,247.02000427246094
2021-06-06,232.79263393909173,249.9199981689453
2021-06-13,234.17238297149223,247.27999877929688
2021-06-20,234.47501374597064,237.35000610351562
2021-06-27,235.79929861614607,248.3800048828125
2021-07-04,235.88317424087325,236.67999267578125
2021-07-11,236.23620491677966,239.58999633789062
2021-07-18,234.47466211453056,217.74000549316406
2021-07-25,233.2408851771906,221.52000427246094
2021-08-01,232.59699094389043,226.47999572753906
2021-08-08,232.47632531409656,231.3300018310547
2021-08-15,232.66524735216996,234.4600067138672
2021-08-22,230.76093790614854,212.6699981689453
2021-08-29,229.90275334365822,221.75
2021-09-05,228.78534808892366,218.1699981689453
2021-09-12,227.024839037765,210.3000030517578
2021-09-19,225.72342585420182,213.36000061035156
2021-09-26,225.3107185718634,221.38999938964844
2021-10-03,225.3763644221621,226.0
2021-10-10,225.47290108573222,226.38999938964844
2021-10-17,224.66976700957989,217.0399932861328
2021-10-24,223.55550360111545,212.97000122070312
2021-10-31,221.98164599903748,207.02999877929688
2021-11-07,222.21768035283077,224.4600067138672
2021-11-14,222.09790191102473,220.9600067138672
2021-11-21,221.33905457500452,214.1300048828125
2021-11-28,219.23152620727717,199.2100067138672
2021-12-05,217.25614328212353,198.49000549316406
2021-12-12,216.0946055941683,205.05999755859375
2021-12-19,213.85988171689633,192.6300048828125
2021-12-26,212.94179786011603,204.22000122070312
2022-01-02,211.83496066622106,201.32000732421875
2022-01-09,212.18401203134286,215.5
2022-01-16,213.49601152491658,225.9600067138672
2022-01-23,212.72877256458224,205.44000244140625
2022-01-30,210.6184139702619,190.57000732421875
2022-02-06,210.2214218729267,206.4499969482422
2022-02-13,210.41938198519634,212.3000030517578
2022-02-20,210.2870597751107,209.02999877929688
2022-02-27,209.44829177058006,201.47999572753906
2022-03-06,206.72369220556203,180.83999633789062
2022-03-13,203.81953063622652,176.22999572753906
2022-03-20,202.77290884525775,192.8300018310547
2022-03-27,201.456441045542,188.9499969482422
2022-04-03,200.4377318513795,190.75999450683594
2022-04-10,198.03413805108073,175.1999969482422
2022-04-17,196.50136323111172,181.94000244140625
2022-04-24,194.6364713204292,176.9199981689453
2022-05-01,190.27490227447313,148.83999633789062
2022-05-08,186.33443480990277,148.89999389648438
2022-05-15,180.70258358498273,127.19999694824219
2022-05-22,174.9880515243408,120.69999694824219
2022-05-29,170.91585573416918,132.22999572753906
2022-06-05,167.90005994996258,139.25
2022-06-12,164.00481614520425,127.0
2022-06-19,161.41388156487602,136.8000030517578
2022-06-26,159.5201784424399,141.52999877929688
2022-07-03,157.64587538486379,139.83999633789062
2022-07-10,155.87674509337378,139.07000732421875
2022-07-17,155.10181751240142,147.74000549316406
2022-07-24,155.39307333618314,158.16000366210938
2022-07-31,155.7661137383175,159.30999755859375
2022-08-07,156.64934036191897,165.0399932861328
2022-08-14,157.91987989822803,169.99000549316406
2022-08-21,158.39608163829632,162.9199981689453
2022-08-28,158.9802642231535,164.52999877929688
2022-09-04,158.29833499468353,151.82000732421875
2022-09-11,158.22420825923373,157.52000427246094
2022-09-18,156.89714016655748,144.2899932861328
2022-09-25,154.455507246584,131.25999450683594
2022-10-02,151.27688768320027,121.08000183105469
2022-10-09,149.2305167882415,129.7899932861328
2022-10-16,147.69903841759793,133.14999389648438
2022-10-23,147.09151164679992,141.32000732421875
2022-10-30,146.78184352214188,143.83999633789062
2022-11-06,148.04166742544606,160.00999450683594
2022-11-13,150.84627105094302,177.49000549316406
2022-11-20,153.04091184510543,173.88999938964844
2022-11-27,155.45225363227172,178.36000061035156
2022-12-04,158.06346710702562,182.8699951171875
2022-12-11,160.10885055265487,179.5399932861328
2022-12-18,162.45086449509176,184.6999969482422
2022-12-25,164.9850676439967,189.05999755859375
2023-01-01,167.4141093439174,190.49000549316406
2023-01-08,171.75562273973478,213.0
2023-01-15,175.79127818193265,214.1300048828125
2023-01-22,178.74067973668537,206.75999450683594
2023-01-29,181.82918625404344,211.1699981689453
2023-02-05,184.132120373357,206.00999450683594
2023-02-12,186.8709659939562,212.88999938964844
2023-02-19,189.23182672425648,211.66000366210938
2023-02-26,190.08117597875437,198.14999389648438
2023-03-05,192.464873562716,215.11000061035156
2023-03-12,193.47488630190674,203.07000732421875
2023-03-19,194.19632599236874,201.0500030517578
2023-03-26,194.51381863874286,197.52999877929688
2023-04-02,196.2201209279846,212.42999267578125
2023-04-09,197.66296608886105,211.3699951171875
2023-04-16,198.04839852933785,201.7100067138672
2023-04-23,198.72474094525654,205.14999389648438
2023-04-30,199.49190835802227,206.77999877929688
2023-05-07,199.38220245134306,198.33999633789062
2023-05-14,199.507706689143,200.6999969482422
2023-05-21,200.07744943238308,205.49000549316406
2023-05-28,200.4157880467097,203.6300048828125
2023-06-04,201.6447613112344,213.32000732421875
2023-06-11,203.13668857288766,217.30999755859375
2023-06-18,204.74176637481875,219.99000549316406
2023-06-25,204.80540802122738,205.41000366210938
2023-07-02,205.41060760607328,211.16000366210938
2023-07-09,206.04769317725828,212.10000610351562
2023-07-16,206.72124574296583,213.1199951171875
2023-07-23,207.20493691523174,211.8000030517578
2023-07-30,210.20351458439123,238.69000244140625
2023-08-06,212.21841801543505,231.36000061035156
2023-08-13,214.45666403498439,235.72000122070312
2023-08-20,215.61793354560345,226.64999389648438
2023-08-27,216.36003546146114,223.41000366210938
2023-09-03,217.03050769336812,223.39999389648438
2023-09-10,216.48188831994838,211.27000427246094
2023-09-17,215.68456568093916,208.11000061035156
2023-09-24,213.9727029221704,197.7100067138672
2023-10-01,211.84958766060956,191.67999267578125
2023-10-08,209.51915120558127,187.3800048828125
2023-10-15,207.17542286810774,184.91000366210938
2023-10-22,204.59109624125298,180.0399932861328
2023-10-29,202.21956349841045,179.69000244140625
2023-11-05,201.53674821777687,195.0500030517578
2023-11-12,201.07134304432046,196.64999389648438
2023-11-19,201.73502401973116,208.0399932861328
2023-11-26,203.47454554166154,220.0
2023-12-03,206.36935026314018,233.8699951171875
2023-12-10,210.0198880426737,244.6999969482422
2023-12-17,215.1865643256259,264.2699890136719
2023-12-24,219.49641557474783,260.44000244140625
2023-12-31,223.41675729735368,260.6600036621094
2024-01-07,225.85325660236762,249.0
2024-01-14,225.07675568292711,217.6999969482422
2024-01-21,224.1189698343113,215.02000427246094
2024-01-28,222.34287758539622,205.47000122070312
2024-02-04,221.10831828038826,209.3800048828125
2024-02-11,219.97419243923147,209.1999969482422
2024-02-18,218.44236452974738,203.88999938964844
2024-02-25,216.7649966536814,200.8300018310547
2024-03-03,215.16833030571175,200.0
2024-03-10,213.57991841880244,198.49000549316406
2024-03-17,210.62278321504002,182.52999877929688
2024-03-24,208.54918539489483,188.85000610351562
2024-03-31,207.06735873758714,192.99000549316406
2024-04-07,204.78856260921202,183.13999938964844
2024-04-14,201.4325093180259,169.5500030517578
2024-04-21,198.42179484242521,169.82000732421875
2024-04-28,195.45019544988025,167.22000122070312
2024-05-05,193.95874762476146,179.7899932861328
2024-05-12,192.48743780400665,178.50999450683594
2024-05-19,191.76958629393386,184.9499969482422
2024-05-26,190.12676895855546,174.52000427246094
2024-06-02,188.93469578253604,177.61000061035156
2024-06-09,189.05901099307204,190.24000549316406
2024-06-16,187.93624844825194,177.27000427246094
2024-06-23,186.85279598257023,176.55999755859375
2024-06-30,186.39157679440507,182.00999450683594
2024-07-07,186.24285536932408,184.8300018310547
2024-07-14,185.86829748258785,182.30999755859375
2024-07-21,185.27798326224092,179.6699981689453
2024-07-28,185.4315086077083,186.88999938964844
2024-08-04,183.95707892585438,169.9499969482422
2024-08-11,182.42878604359294,167.91000366210938
2024-08-18,182.19652122926638,179.99000549316406
2024-08-25,181.50732937065692,174.9600067138672
2024-09-01,180.7675842394671,173.74000549316406
2024-09-08,178.56305194210714,157.6199951171875
2024-09-15,176.48752359261704,156.77000427246094
2024-09-22,174.2782349919995,153.2899932861328
2024-09-29,172.567927595068,156.32000732421875
2024-10-06,170.89479163363296,155.0
2024-10-13,169.00195474209275,151.02000427246094
2024-10-20,167.66843524284582,155.0
2024-10-27,166.46286945846393,155.00999450683594
2024-11-03,165.33211963745697,154.58999633789062
2024-11-10,164.03191706967831,151.67999267578125
2024-11-17,161.7612585336524,140.19000244140625
2024-11-24,160.57351898626962,149.2899932861328
2024-12-01,160.08461264866358,155.44000244140625
2024-12-08,159.49845836553195,153.92999267578125
2024-12-15,160.46527127324168,169.64999389648438
2024-12-22,162.0733412570773,177.35000610351562
2024-12-29,163.84921363456547,180.72000122070312
2025-01-05,164.42547842141488,169.89999389648438
2025-01-12,165.14686142889917,172.0
2025-01-19,165.71287427737454,171.08999633789062
2025-01-26,166.6983145898716,176.05999755859375
2025-02-02,167.63371360726106,176.52000427246094
2025-02-09,168.95336045353753,181.49000549316406
2025-02-16,170.42637356929066,184.4199981689453
2025-02-23,171.06671836235674,177.14999389648438
2025-03-02,171.40607898335253,174.6300048828125
2025-03-09,169.7654993350124,154.17999267578125
2025-03-16,169.007832499163,161.80999755859375
2025-03-23,169.87470565260952,178.11000061035156
2025-03-30,170.2018763103223,173.30999755859375
2025-04-06,167.00074488437642,136.58999633789062
2025-04-13,166.03305454661586,156.83999633789062
2025-04-20,165.6394297227938,161.89999389648438
2025-04-27,166.811864696646,177.9499969482422
2025-05-04,168.58787822209564,185.4600067138672
2025-05-11,171.08903325842135,194.85000610351562
2025-05-18,174.39674507421157,205.82000732421875
2025-05-25,177.05991226812966,202.36000061035156
2025-06-01,179.94182608299528,207.32000732421875
2025-06-08,182.8807000800203,210.8000030517578
2025-06-15,184.54158648422967,200.32000732421875
2025-06-22,185.89476872382684,198.75
2025-06-29,188.62383865982025,214.5500030517578
2025-07-06,191.22347289878454,215.9199981689453
2025-07-13,194.61552275012798,226.83999633789062
