Date,EMA,Close
2020-05-31,,53.5949592590332
2020-06-30,,57.6550407409668
2020-07-31,,58.187984466552734
2020-08-31,,60.106590270996094
2020-09-30,57.88053903461975,58.86627960205078
2020-10-31,57.27565644503622,56.06589126586914
2020-11-30,57.55392629783014,58.11046600341797
2020-12-31,58.45003371027218,60.24224853515625
2021-01-31,58.042916964074685,57.22868347167969
2021-02-28,58.159101930314115,58.39147186279297
2021-03-31,59.2830711782335,61.531009674072266
2021-04-30,61.85731865169994,67.00581359863281
2021-05-31,63.33123509885465,66.27906799316406
2021-06-30,63.77767001788878,64.67053985595703
2021-07-31,65.22193534639851,68.11046600341797
2021-08-31,66.80816401022922,69.98062133789062
2021-09-30,65.4883889422036,62.848838806152344
2021-10-31,66.73063209753678,69.21511840820312
2021-11-30,67.12708745467296,67.91999816894531
2021-12-31,68.61472374907885,71.58999633789062
2022-01-31,68.87981705342236,69.41000366210938
2022-02-28,67.94987681491179,66.08999633789062
2022-03-31,68.39991889386047,69.30000305175781
2022-04-30,68.71994613269084,69.36000061035156
2022-05-31,68.55329782869494,68.22000122070312
2022-06-30,68.45553259787346,68.26000213623047
2022-07-31,70.30035435317215,73.98999786376953
2022-08-31,69.62690249521373,68.27999877929688
2022-09-30,65.81793525112231,58.20000076293945
2022-10-31,64.63529032000277,62.27000045776367
2022-11-30,64.1135267782766,63.06999969482422
2022-12-31,63.88568462057633,63.43000030517578
2023-01-31,65.20045702406912,67.83000183105469
2023-02-28,64.78363827035923,63.95000076293945
2023-03-31,64.2957587451809,63.31999969482422
2023-04-30,63.810505880983236,62.84000015258789
2023-05-31,62.353670129558495,59.439998626708984
2023-06-30,61.49911372488145,59.790000915527344
2023-07-31,61.32274289015535,60.970001220703125
2023-08-31,59.56182889861268,56.040000915527344
2023-09-30,56.35455214131145,49.939998626708984
2023-10-31,53.36303511691271,47.380001068115234
2023-11-30,53.56202310609936,53.959999084472656
2023-12-31,54.84801479371468,57.41999816894531
2024-01-31,54.69534299235927,54.38999938964844
2024-02-29,53.8335621983567,52.11000061035156
2024-03-31,53.92237429027817,54.099998474121094
2024-04-30,53.79491649869456,53.540000915527344
2024-05-31,53.54994479022672,53.060001373291016
2024-06-30,53.30662975842589,52.81999969482422
2024-07-31,54.68108660734253,57.43000030517578
2024-08-31,57.15739127501221,62.11000061035156
2024-09-30,59.24492690632325,63.41999816894531
2024-10-31,59.28661758151043,59.369998931884766
2024-11-30,58.8210781842231,57.88999938964844
2024-12-31,57.017385405286106,53.40999984741211
2025-01-31,56.22492340007356,54.63999938964844
2025-02-28,56.49328185981467,57.029998779296875
2025-03-31,56.99885401372085,58.0099983215332
2025-04-30,57.28590287926443,57.86000061035156
2025-05-31,57.06393489680455,56.619998931884766
2025-06-30,57.24595680132022,57.61000061035156
2025-07-31,57.21730448335085,57.15999984741211
