Date,EMA,Close
2020-05-12,,77.8525
2020-05-13,,76.9125
2020-05-14,,77.385
2020-05-15,,76.9275
2020-05-18,,78.74
2020-05-19,,78.285
2020-05-20,,79.8075
2020-05-21,,79.2125
2020-05-22,,79.7225
2020-05-26,,79.1825
2020-05-27,,79.5275
2020-05-28,,79.5625
2020-05-29,,79.485
2020-06-01,,80.4625
2020-06-02,,80.835
2020-06-03,,81.28
2020-06-04,,80.58
2020-06-05,,82.875
2020-06-08,,83.365
2020-06-09,80.61333205370609,85.9975
2020-06-10,81.33682423906741,88.21
2020-06-11,81.58807907344195,83.975
2020-06-12,81.8844524950189,84.7
2020-06-15,82.25236178120758,85.7475
2020-06-16,82.80166037347352,88.019997
2020-06-17,83.28697843314272,87.8975
2020-06-18,83.72940905855769,87.9325
2020-06-19,84.081846291076,87.43
2020-06-22,84.61857521573543,89.7175
2020-06-23,85.28656805233206,91.6325
2020-06-24,85.73689480925282,90.014999
2020-06-25,86.25814292265731,91.21
2020-06-26,86.46284359668995,88.4075
2020-06-29,86.84209658748138,90.445
2020-06-30,87.25713500772125,91.2
2020-07-01,87.61621700698589,91.027496
2020-07-02,87.94110072060629,91.027496
2020-07-06,88.46694827102473,93.4625
2020-07-07,88.91509605473667,93.1725
2020-07-08,89.52722976380937,95.3425
2020-07-09,90.12011264344657,95.7525
2020-07-10,90.67248286788023,95.92
2020-07-13,91.13010354712975,95.4775
2020-07-14,91.69461778073645,97.057503
2020-07-15,92.26893989685678,97.725
2020-07-16,92.6740408590609,96.5225
2020-07-17,93.02198934867414,96.3275
2020-07-20,93.53013322022899,98.3575
2020-07-21,93.86059672306433,97.0
2020-07-22,94.1855398922963,97.2725
2020-07-23,94.05786942636333,92.845
2020-07-24,93.92045329051919,92.615
2020-07-27,94.00517202475545,94.81
2020-07-28,93.93348897477875,93.2525
2020-07-29,94.03887107241887,95.040001
2020-07-30,94.24374049409326,96.19
2020-07-31,95.38814616132248,106.26
2020-08-03,96.67856081262511,108.9375
2020-08-04,97.91536454475605,109.665
2020-08-05,99.07223458811262,110.0625
2020-08-06,100.48464081781617,113.9025
2020-08-07,101.49681788278606,111.1125
2020-08-10,102.56640665585405,112.7275
2020-08-11,103.2148441172013,109.375
2020-08-12,104.14771629651545,113.010002
2020-08-13,105.18221969684731,115.010002
2020-08-14,106.10843686857615,114.9075
2020-08-17,106.91787145252127,114.6075
2020-08-18,107.741169409424,115.5625
2020-08-19,108.49986756090743,115.7075
2020-08-20,109.43083255510673,118.275
2020-08-21,110.85361040700134,124.37
2020-08-24,112.28255227300122,125.8575
2020-08-25,113.47707110414395,124.825
2020-08-26,114.71949290374928,126.5225
2020-08-27,115.69954138910649,125.010002
2020-08-28,116.56696601871539,124.8075
2020-08-31,117.75487335026631,129.039993
2020-09-01,119.31917017405047,134.17999
2020-09-02,120.46972444318853,131.39999
2020-09-03,120.508798305742,120.88
2020-09-04,120.55176989567133,120.96
2020-09-08,119.81541085798834,112.82
2020-09-09,119.57775268103707,117.32
2020-09-10,118.99796671141449,113.49
2020-09-11,118.33149369127979,112.0
2020-09-14,118.04849429211028,115.36
2020-09-15,117.80959007381406,115.54
2020-09-16,117.26867673345082,112.13
2020-09-17,116.60880275883646,110.34
2020-09-18,115.67844059132823,106.84
