Date,BB_Upper,BB_Middle,BB_Lower,Close
2020-05-17,,,,135.9499969482422
2020-05-24,,,,130.47999572753906
2020-05-31,,,,131.5500030517578
2020-06-07,,,,132.44000244140625
2020-06-14,,,,129.0
2020-06-21,,,,131.27999877929688
2020-06-28,,,,128.92999267578125
2020-07-05,,,,132.85000610351562
2020-07-12,,,,134.4600067138672
2020-07-19,,,,134.66000366210938
2020-07-26,,,,136.05999755859375
2020-08-02,,,,137.66000366210938
2020-08-09,,,,136.74000549316406
2020-08-16,,,,137.55999755859375
2020-08-23,,,,136.4600067138672
2020-08-30,,,,139.94000244140625
2020-09-06,,,,138.75999450683594
2020-09-13,,,,135.80999755859375
2020-09-20,,,,131.47000122070312
2020-09-27,140.5226347399825,134.28050079345704,128.03836684693158,133.5500030517578
2020-10-04,140.8062181768355,134.3860008239746,127.96578347111371,138.05999755859375
2020-10-11,141.17314699062845,134.78400115966798,128.3948553287075,138.44000244140625
2020-10-18,142.17358807184218,135.29300079345703,128.41241351507188,141.72999572753906
2020-10-25,142.63821154557087,135.6490005493164,128.65978955306196,139.55999755859375
2020-11-01,142.26163832707465,135.86350021362304,129.46536210017143,133.2899932861328
2020-11-08,142.34197441213905,136.21850051879883,130.09502662545862,138.3800048828125
2020-11-15,143.2367475851222,137.00750122070312,130.77825485628404,144.7100067138672
2020-11-22,144.05162306888346,137.5360008239746,131.02037857906575,143.4199981689453
2020-11-29,145.07953570255285,138.04300079345703,131.0064658843612,144.60000610351562
2020-12-06,146.22887583711704,138.60250091552734,130.97612599393764,145.85000610351562
2020-12-13,147.0594841171097,139.04800109863282,131.03651808015596,144.97000122070312
2020-12-20,148.1927668198495,139.5115005493164,130.83023427878328,146.92999267578125
2020-12-27,148.8321668068397,139.9275001525879,131.0228334983361,145.05999755859375
2021-01-03,150.0059027506061,140.4645004272461,130.92309810388608,148.3000030517578
2021-01-10,150.33713026591758,140.8504997253418,131.363869184766,144.17999267578125
2021-01-17,150.40284899237193,140.9229995727539,131.44315015313586,141.38999938964844
2021-01-24,150.40239293207674,140.91449966430665,131.42660639653656,138.58999633789062
2021-01-31,150.36409283934023,140.9525001525879,131.54090746583557,136.57000732421875
2021-02-07,149.77528940941366,141.4270004272461,133.07871144507854,140.9600067138672
2021-02-14,149.73185720754273,141.44300003051757,133.1541428534924,133.8699951171875
2021-02-21,150.22463363092135,141.16549987792968,132.106366124938,132.50999450683594
2021-02-28,151.11496990620628,140.7029998779297,130.2910298496531,129.19000244140625
2021-03-07,151.18662015751335,140.26800003051758,129.34937990352182,133.02999877929688
2021-03-14,151.30596583760368,139.94199981689454,128.5780337961854,133.0399932861328
2021-03-21,151.23630257125774,140.00250015258788,128.76869773391803,134.5
2021-03-28,151.4852869234455,140.21849975585937,128.95171258827324,142.6999969482422
2021-04-04,151.13814324152443,140.04699935913087,128.9558554767373,141.27999877929688
2021-04-11,151.050039071262,140.00449981689454,128.95896056252707,142.57000732421875
2021-04-18,150.99303593216217,139.9824996948242,128.97196345748625,144.16000366210938
2021-04-25,150.9899069131352,139.98149948120118,128.97309204926717,145.8300018310547
2021-05-02,150.88144853117117,139.94099960327148,129.00055067537178,144.16000366210938
2021-05-09,150.65304142233478,139.87249984741212,129.09195827248945,145.55999755859375
2021-05-16,150.89612694400168,139.94899978637696,129.00187262875224,146.58999633789062
2021-05-23,150.6641899716426,139.88899993896484,129.1138099062871,147.10000610351562
2021-05-30,151.268271491398,140.0770004272461,128.8857293630942,147.94000244140625
2021-06-06,152.08438586552654,140.3995002746582,128.71461468378988,147.83999633789062
2021-06-13,152.92445806236384,140.854500579834,128.78454309730415,147.69000244140625
2021-06-20,153.35511056302724,141.2970001220703,129.23888968111336,145.4199981689453
2021-06-27,153.8294694175525,141.56949996948242,129.30953052141234,146.41000366210938
2021-07-04,154.44441078142944,142.3215003967285,130.19859001202758,148.91000366210938
2021-07-11,154.7924282719491,143.17000045776368,131.54757264357826,149.47999572753906
2021-07-18,155.4972145273985,144.5015007019043,133.50578687641007,155.82000732421875
2021-07-25,156.70460228814025,145.70900039672853,134.7133985053168,157.17999267578125
2021-08-01,157.31399771772487,146.90450057983398,136.49500344194308,156.9499969482422
2021-08-08,157.09809976762114,147.89600067138673,138.69390157515232,154.3300018310547
2021-08-15,158.19135934185644,148.58700103759764,138.98264273333885,156.52000427246094
2021-08-22,159.32557318498252,149.44050140380858,139.55542962263465,158.35000610351562
2021-08-29,159.6918948515936,150.05900115966796,140.42610746774233,154.94000244140625
2021-09-05,160.40334272442186,150.70550079345702,141.00765886249218,157.08999633789062
2021-09-12,160.82482939571423,151.18700103759767,141.5491726794811,155.4600067138672
2021-09-19,160.83701693595034,151.6855010986328,142.53398526131528,154.1300048828125
2021-09-26,160.87900352933025,152.11750106811525,143.35599860690024,154.1999969482422
2021-10-03,160.7459577324968,152.33550109863282,143.92504446476883,150.9499969482422
2021-10-10,160.978714351423,152.78200073242186,144.58528711342072,156.02999877929688
2021-10-17,161.60698017917406,153.32550048828125,145.04402079738844,158.80999755859375
2021-10-24,162.29401379901893,153.93200073242187,145.5699876658248,159.97000122070312
2021-10-31,163.11016165661312,154.62750091552735,146.14484017444158,161.60000610351562
2021-11-07,164.41043122237758,155.65650100708007,146.90257079178255,166.0
2021-11-14,164.63404810085927,156.46850051879883,148.3029529367384,162.64999389648438
2021-11-21,165.20157945360856,157.21350021362304,149.2254209736375,163.80999755859375
2021-11-28,165.11578409931124,157.7965003967285,150.47721669414577,161.13999938964844
2021-12-05,166.08699309968333,158.24100036621093,150.39500763273853,164.7100067138672
2021-12-12,167.93910679888492,158.83050079345702,149.72189478802912,168.97000122070312
2021-12-19,169.3431261676422,159.39800109863282,149.45287602962344,168.3000030517578
2021-12-26,170.79776496056252,160.1705009460449,149.5432369315273,169.77999877929688
2022-01-02,173.02925924058218,161.03000106811524,149.0307428956483,173.7100067138672
2022-01-09,175.01240546213918,161.81650085449218,148.62059624684517,174.0800018310547
2022-01-16,176.94432071575554,162.85150070190429,148.75868068805303,175.63999938964844
2022-01-23,178.3668815162601,163.70800094604493,149.04912037582977,174.22000122070312
2022-01-30,179.21017182322447,164.56850051879883,149.92682921437319,172.6699981689453
2022-02-06,179.6909101585187,165.48650054931642,151.28209094011413,172.49000549316406
2022-02-13,179.47706152572636,166.20550079345702,152.93394006118768,168.5800018310547
2022-02-20,178.32321639762276,167.0435012817383,155.76378616585382,167.7100067138672
2022-02-27,177.75082554419026,167.66100158691407,157.57117762963787,168.3800048828125
2022-03-06,177.30236785741684,168.00800170898438,158.71363556055192,165.75
2022-03-13,178.3658780037573,167.69600143432618,157.02612486489505,153.72999572753906
2022-03-20,178.3012893693447,167.75550079345703,157.20971221756938,162.7899932861328
2022-03-27,178.29375122990754,167.71750106811524,157.14125090632294,165.24000549316406
2022-04-03,178.4194969547455,168.0730010986328,157.7265052425201,169.75999450683594
2022-04-10,178.91500111564787,168.53900146484375,158.16300181403963,173.1300048828125
