Date,Stoch_K,Stoch_D,Close
2020-06-30,,,364.9200134277344
2020-07-31,,,378.9700012207031
2020-08-31,,,390.260009765625
2020-09-30,,,383.2799987792969
2020-10-31,,,350.1300048828125
2020-11-30,,,365.0
2020-12-31,,,354.9800109863281
2021-01-31,,,321.82000732421875
2021-02-28,,,330.25
2021-03-31,,,369.5
2021-04-30,,,380.55999755859375
2021-05-31,,,382.20001220703125
2021-06-30,,,378.3500061035156
2021-07-31,62.807328653257215,,371.6700134277344
2021-08-31,48.431617642167105,,359.79998779296875
2021-09-30,30.62856521935177,47.28917050492536,345.1000061035156
2021-10-31,15.243095709988213,31.434426190502364,332.32000732421875
2021-11-30,17.50454916778501,21.125403365708333,333.32000732421875
2021-12-31,46.12595164794147,26.2911988419049,355.4100036621094
2022-01-31,89.81603252467147,51.14884444679932,389.1300048828125
2022-02-28,99.91234454665118,78.61810957308803,433.79998779296875
2022-03-31,75.908354287417,88.54557711957989,441.3999938964844
2022-04-30,69.2668197901113,81.69583954139317,432.1199951171875
2022-05-31,74.39650090136195,73.19055832629675,440.1099853515625
2022-06-30,67.88006840985489,70.51446303377604,429.9599914550781
2022-07-31,57.51155528186737,66.59604153102806,413.80999755859375
2022-08-31,61.55623211309374,62.315951934938674,420.1099853515625
2022-09-30,39.84335248258063,52.97037995918058,386.2900085449219
2022-10-31,97.32788815840837,66.24249091802757,486.67999267578125
2022-11-30,94.44346557080569,77.20490207059822,485.19000244140625
2022-12-31,92.86857721748927,94.87997698223444,486.489990234375
2023-01-31,79.09809520269033,88.80337933032843,463.260009765625
2023-02-28,83.07976962074927,85.01548068030962,474.260009765625
2023-03-31,79.07088004774461,80.41624829039473,472.7300109863281
2023-04-30,67.52957206375842,76.56007391075077,464.45001220703125
2023-05-31,52.32463004557092,66.30836071902466,444.010009765625
2023-06-30,64.5019684440552,61.452056851128184,460.3800048828125
2023-07-31,54.08017975928274,56.968926082969624,446.3699951171875
2023-08-31,55.55307352868398,58.04507391067398,448.3500061035156
2023-09-30,21.65942291280173,43.76422540025615,408.9599914550781
2023-10-31,57.755840600599356,44.98944568069502,454.6400146484375
2023-11-30,49.72498575846354,43.04674975728821,447.7699890136719
2023-12-31,52.016087056096495,53.16563780505313,453.239990234375
2024-01-31,31.17292864605327,44.304667153537764,429.4100036621094
2024-02-29,30.149563603769625,37.779526435306465,428.239990234375
2024-03-31,53.44178865599357,38.25476030193882,454.8699951171875
2024-04-30,62.24087555780722,48.61074260585681,464.92999267578125
2024-05-31,66.97279443599477,60.88515288326519,470.3399963378906
2024-06-30,85.53599404243413,71.58322134541204,467.1000061035156
2024-07-31,96.68471139749705,83.06449995864199,541.9199829101562
2024-08-31,99.43528915364219,93.88533153119113,568.0999755859375
2024-09-30,99.79599612871527,98.6386655599515,584.5599975585938
2024-10-31,67.6258917730619,88.95239235180645,546.0499877929688
2024-11-30,60.2362421884942,75.88604336342378,529.4099731445312
2024-12-31,35.126561694611965,54.329565218722685,485.94000244140625
2025-01-31,23.913573170370487,39.75879235115888,462.95001220703125
2025-02-28,17.777877338178914,25.60600406772046,450.3699951171875
2025-03-31,15.992770922581087,19.22807381037683,446.7099914550781
2025-04-30,29.424697836786258,21.06511536584875,477.75
2025-05-31,31.738890226107987,25.718786328491777,482.3800048828125
2025-06-30,22.122261281222666,27.761949781372305,463.1400146484375
2025-07-31,24.306494278278446,26.055881928536365,467.510009765625
