Date,Open,High,Low,Close,Volume
2020-06-21,310.75,329.4700012207031,308.54998779296875,312.6600036621094,4861200
2020-06-28,311.92999267578125,317.0,294.0,301.8599853515625,5607100
2020-07-05,304.82000732421875,313.239990234375,303.3299865722656,309.9700012207031,2874500
2020-07-12,313.04998779296875,313.5,285.489990234375,292.0,5622500
2020-07-19,294.4200134277344,307.69000244140625,287.5199890136719,306.8399963378906,6127800
2020-07-26,306.75,318.7900085449219,301.25,312.69000244140625,4252400
2020-08-02,311.010009765625,329.4599914550781,305.8800048828125,325.010009765625,5239700
2020-08-09,324.5799865722656,332.0,320.8599853515625,329.2699890136719,3898000
2020-08-16,330.3599853515625,345.4100036621094,330.3599853515625,342.05999755859375,4068900
2020-08-23,341.7699890136719,344.0,336.0299987792969,337.8599853515625,2394200
2020-08-30,338.70001220703125,349.2300109863281,338.0199890136719,344.75,2661200
2020-09-06,343.20001220703125,352.1199951171875,337.1099853515625,339.0299987792969,3133500
2020-09-13,339.8900146484375,342.760009765625,329.4100036621094,338.8800048828125,2318000
2020-09-20,340.75,346.8900146484375,334.7300109863281,341.5,2877600
2020-09-27,337.92999267578125,338.55999755859375,321.1700134277344,328.0,3378800
2020-10-04,330.5400085449219,333.55999755859375,307.1199951171875,313.95001220703125,5302700
2020-10-11,315.8500061035156,322.4700012207031,308.8900146484375,315.2799987792969,4857400
2020-10-18,314.5199890136719,319.7300109863281,311.3999938964844,316.239990234375,4838600
2020-10-25,316.0400085449219,318.8900146484375,302.989990234375,308.42999267578125,4892900
2020-11-01,305.3999938964844,312.3500061035156,285.1300048828125,289.82000732421875,6103000
2020-11-08,294.4800109863281,324.260009765625,292.75,301.3599853515625,5758000
2020-11-15,315.0,317.6000061035156,300.07000732421875,311.7099914550781,4502000
2020-11-22,315.3800048828125,316.4200134277344,305.20001220703125,306.4200134277344,3971700
2020-11-29,309.2300109863281,314.1400146484375,305.29998779296875,306.0299987792969,2769400
2020-12-06,305.29998779296875,309.8699951171875,297.739990234375,307.2300109863281,4593200
2020-12-13,306.79998779296875,308.6400146484375,295.04998779296875,300.57000732421875,4428100
2020-12-20,301.9800109863281,306.989990234375,297.75,303.1300048828125,6540200
2020-12-27,299.0299987792969,302.8399963378906,292.760009765625,299.6000061035156,3511800
2021-01-03,300.510009765625,305.54998779296875,299.1499938964844,304.7200012207031,2177000
2021-01-10,304.07000732421875,304.239990234375,286.6000061035156,288.3299865722656,6581200
2021-01-17,287.760009765625,308.8399963378906,287.1499938964844,300.75,6994600
2021-01-24,303.5,304.0,294.54998779296875,298.1600036621094,4310900
2021-01-31,299.67999267578125,305.20001220703125,282.8800048828125,286.6099853515625,6901700
2021-02-07,288.42999267578125,304.6499938964844,287.6000061035156,298.7900085449219,6968200
2021-02-14,301.0,306.6499938964844,296.1099853515625,297.3599853515625,5404800
2021-02-21,296.8699951171875,298.8500061035156,288.0799865722656,297.239990234375,3973800
2021-02-28,295.1000061035156,306.4800109863281,291.6000061035156,291.6600036621094,6207100
2021-03-07,292.54998779296875,304.9800109863281,292.54998779296875,300.9100036621094,6165700
2021-03-14,303.3900146484375,310.1700134277344,295.8699951171875,301.7900085449219,5391300
2021-03-21,304.010009765625,316.45001220703125,301.29998779296875,308.6499938964844,5784200
2021-03-28,308.0400085449219,323.19000244140625,307.30999755859375,319.0199890136719,5507300
2021-04-04,319.70001220703125,326.1499938964844,319.70001220703125,322.239990234375,3667800
2021-04-11,322.8999938964844,340.6499938964844,322.8999938964844,339.95001220703125,4870700
2021-04-18,340.0,347.82000732421875,337.7099914550781,346.42999267578125,4968100
2021-04-25,347.0,347.25,340.1099853515625,342.0400085449219,4107400
2021-05-02,342.04998779296875,356.8800048828125,336.0299987792969,354.44000244140625,4990400
2021-05-09,352.0400085449219,375.92999267578125,352.0400085449219,370.6300048828125,5658500
2021-05-16,373.29998779296875,378.6099853515625,362.5400085449219,371.6099853515625,4183000
2021-05-23,372.5,377.0199890136719,363.5199890136719,370.4599914550781,3539400
2021-05-30,372.70001220703125,374.3800048828125,365.3999938964844,365.8699951171875,3520900
2021-06-06,369.2200012207031,379.0299987792969,364.489990234375,377.510009765625,3358700
2021-06-13,376.3999938964844,378.0,368.1300048828125,375.05999755859375,3805600
2021-06-20,372.45001220703125,378.17999267578125,365.239990234375,367.19000244140625,5560000
2021-06-27,369.79998779296875,375.4100036621094,367.5400085449219,373.30999755859375,5670500
2021-07-04,373.3900146484375,373.3900146484375,360.0,369.20001220703125,3117600
2021-07-11,368.0299987792969,373.510009765625,362.75,371.82000732421875,1908900
2021-07-18,370.1600036621094,373.9800109863281,361.3399963378906,362.80999755859375,3471900
2021-07-25,361.3699951171875,363.32000732421875,350.6400146484375,361.30999755859375,3438400
2021-08-01,357.9200134277344,369.8399963378906,355.29998779296875,363.0199890136719,3514200
2021-08-08,363.82000732421875,367.3599853515625,356.510009765625,362.1099853515625,2417100
2021-08-15,361.7200012207031,367.3500061035156,358.8699951171875,363.1099853515625,2272800
2021-08-22,362.4599914550781,371.760009765625,359.260009765625,363.0,2980400
2021-08-29,365.0,368.4599914550781,360.7799987792969,364.8399963378906,2503100
2021-09-05,364.75,369.29998779296875,363.9100036621094,365.92999267578125,2876700
2021-09-12,363.5400085449219,365.5199890136719,352.8599853515625,354.1000061035156,3357700
2021-09-19,355.739990234375,357.54998779296875,347.0199890136719,350.239990234375,4593600
2021-09-26,346.9700012207031,357.1400146484375,344.8900146484375,355.70001220703125,3209500
2021-10-03,356.6400146484375,366.0,355.80999755859375,360.9200134277344,3712000
2021-10-10,361.6499938964844,390.94000244140625,361.489990234375,389.7200012207031,3689900
2021-10-17,390.0400085449219,396.7200012207031,383.5799865722656,395.3599853515625,3356100
2021-10-24,393.8999938964844,406.30999755859375,392.5400085449219,406.2099914550781,2131400
2021-10-31,405.6199951171875,408.0299987792969,352.0,357.2200012207031,6435600
2021-11-07,357.0,366.5400085449219,349.5,364.3699951171875,4481100
2021-11-14,365.0,366.8999938964844,357.0,359.6499938964844,2605500
2021-11-21,360.5,361.5899963378906,345.8999938964844,353.1300048828125,4775400
2021-11-28,354.44000244140625,368.29998779296875,351.7300109863281,353.9800109863281,2850200
2021-12-05,355.32000732421875,358.79998779296875,345.9100036621094,357.8399963378906,3968000
2021-12-12,361.2200012207031,371.8599853515625,360.010009765625,371.05999755859375,3716600
2021-12-19,371.2200012207031,383.07000732421875,370.8999938964844,377.4599914550781,4344200
2021-12-26,376.2099914550781,384.1700134277344,367.0,381.1700134277344,2984800
2022-01-02,381.489990234375,388.2099914550781,381.19000244140625,387.07000732421875,1825200
2022-01-09,386.95001220703125,401.1499938964844,382.739990234375,400.4200134277344,4148000
