Date,Tenkan,Kijun,Senkou_A,Senkou_B,Close
2020-06-21,,,,39.1299991607666,36.84000015258789
2020-06-28,,,,36.890000343322754,32.88999938964844
2020-07-05,,,,36.890000343322754,34.13999938964844
2020-07-12,,,,35.989999771118164,32.66999816894531
2020-07-19,,,,35.989999771118164,33.91999816894531
2020-07-26,,,,35.989999771118164,32.880001068115234
2020-08-02,,,,35.989999771118164,31.3799991607666
2020-08-09,,,,35.989999771118164,34.33000183105469
2020-08-16,35.989999771118164,,,35.989999771118164,36.18000030517578
2020-08-23,34.545000076293945,,,35.989999771118164,33.040000915527344
2020-08-30,34.545000076293945,,,35.989999771118164,37.34000015258789
2020-09-06,34.545000076293945,,,35.989999771118164,38.209999084472656
2020-09-13,35.09000015258789,,,35.989999771118164,36.06999969482422
2020-09-20,35.09000015258789,,,35.989999771118164,36.970001220703125
2020-09-27,35.09000015258789,,,35.989999771118164,34.20000076293945
2020-10-04,35.09000015258789,,,35.989999771118164,36.0099983215332
2020-10-11,35.53999996185303,,,35.989999771118164,37.119998931884766
2020-10-18,35.49499988555908,,,35.989999771118164,34.15999984741211
2020-10-25,35.49499988555908,,,35.989999771118164,38.0099983215332
2020-11-01,35.49499988555908,,,35.989999771118164,33.86000061035156
2020-11-08,35.249999046325684,,,35.989999771118164,34.68000030517578
2020-11-15,37.640000343322754,,,36.64500045776367,38.9900016784668
2020-11-22,37.640000343322754,,,36.64500045776367,39.900001525878906
2020-11-29,39.459999084472656,,,37.994998931884766,45.29999923706055
2020-12-06,41.73500061035156,,,40.27000045776367,49.2400016784668
2020-12-13,41.73500061035156,40.27000045776367,41.00250053405762,40.27000045776367,48.36000061035156
2020-12-20,41.73500061035156,40.27000045776367,41.00250053405762,40.27000045776367,44.7400016784668
2020-12-27,41.73500061035156,40.27000045776367,41.00250053405762,40.27000045776367,43.2599983215332
2021-01-03,42.130001068115234,40.27000045776367,41.20000076293945,40.27000045776367,43.25
2021-01-10,43.935001373291016,40.81500053405762,42.375000953674316,40.27000045776367,43.290000915527344
2021-01-17,45.44500160217285,40.81500053405762,43.130001068115234,40.27000045776367,43.88999938964844
2021-01-24,45.68000030517578,40.81500053405762,43.2475004196167,40.27000045776367,42.13999938964844
2021-01-31,45.540000915527344,40.81500053405762,43.17750072479248,40.27000045776367,39.9900016784668
2021-02-07,44.78499984741211,41.265000343322754,43.02500009536743,40.27000045776367,42.13999938964844
2021-02-14,44.40999984741211,41.265000343322754,42.83750009536743,40.27000045776367,43.939998626708984
2021-02-21,43.76499938964844,41.265000343322754,42.514999866485596,40.27000045776367,48.029998779296875
2021-02-28,47.51999855041504,43.54499912261963,45.532498836517334,42.54999923706055,52.68000030517578
2021-03-07,47.54999923706055,43.57499980926514,45.56249952316284,42.579999923706055,50.52000045776367
2021-03-14,47.80499839782715,43.82999897003174,45.81749868392944,42.834999084472656,56.290000915527344
2021-03-21,51.43499946594238,47.46000003814697,49.44749975204468,46.46500015258789,60.77000045776367
2021-03-28,51.43499946594238,47.93000030517578,49.68249988555908,46.46500015258789,56.83000183105469
2021-04-04,51.43499946594238,47.93000030517578,49.68249988555908,46.46500015258789,57.81999969482422
2021-04-11,52.96000099182129,47.93000030517578,50.445000648498535,46.46500015258789,58.43000030517578
2021-04-18,54.0,47.93000030517578,50.96500015258789,46.46500015258789,55.869998931884766
2021-04-25,55.130001068115234,47.93000030517578,51.53000068664551,46.46500015258789,53.11000061035156
2021-05-02,55.130001068115234,48.32500076293945,51.727500915527344,46.46500015258789,54.400001525878906
2021-05-09,56.30000114440918,50.130001068115234,53.21500110626221,46.46500015258789,54.72999954223633
2021-05-16,56.30000114440918,51.43499946594238,53.86750030517578,46.46500015258789,55.279998779296875
2021-05-23,55.1200008392334,51.43499946594238,53.27750015258789,46.46500015258789,55.29999923706055
2021-05-30,55.1200008392334,51.43499946594238,53.27750015258789,46.46500015258789,58.349998474121094
2021-06-06,55.1200008392334,51.43499946594238,53.27750015258789,46.46500015258789,56.93000030517578
2021-06-13,54.7450008392334,51.43499946594238,53.09000015258789,46.46500015258789,56.52000045776367
2021-06-20,54.7450008392334,51.43499946594238,53.09000015258789,46.46500015258789,54.91999816894531
