Date,RSI,Close
2020-05-17,,51.31999969482422
2020-05-24,,54.59000015258789
2020-05-31,,57.70000076293945
2020-06-07,,88.5999984741211
2020-06-14,,75.9800033569336
2020-06-21,,67.12000274658203
2020-06-28,,61.900001525878906
2020-07-05,,68.80999755859375
2020-07-12,,63.97999954223633
2020-07-19,,62.400001525878906
2020-07-26,,60.56999969482422
2020-08-02,,62.349998474121094
2020-08-09,,62.189998626708984
2020-08-16,58.79559714373404,68.18000030517578
2020-08-23,54.499867209508075,64.5199966430664
2020-08-30,59.16958590991963,69.83999633789062
2020-09-06,59.50609933344365,70.23999786376953
2020-09-13,52.42217790907966,64.1500015258789
2020-09-20,57.50354913885206,69.83000183105469
2020-09-27,51.043535223066186,63.58000183105469
2020-10-04,55.06232751389909,68.19999694824219
2020-10-11,54.56119803860721,67.72000122070312
2020-10-18,51.51091470112318,64.81999969482422
2020-10-25,53.49960031875304,66.87999725341797
2020-11-01,49.205722326489514,62.810001373291016
2020-11-08,48.232628405387324,61.86000061035156
2020-11-15,59.80322987787552,74.69999694824219
2020-11-22,64.12131803673756,81.12000274658203
2020-11-29,66.77369593776908,85.55000305175781
2020-12-06,71.1135952078568,93.91000366210938
2020-12-13,64.58278061176304,87.9000015258789
2020-12-20,62.0602554711196,85.43000030517578
2020-12-27,60.95984429345198,84.37000274658203
2021-01-03,61.589510795913256,85.27999877929688
2021-01-10,62.45659823700092,86.48999786376953
2021-01-17,66.79913256998258,93.0
2021-01-24,68.30903083954341,95.48999786376953
2021-01-31,65.03436908050394,92.93000030517578
2021-02-07,67.5353346638218,96.75
2021-02-14,74.07510012172875,109.26000213623047
2021-02-21,74.1513012621231,109.43000030517578
2021-02-28,75.7285688161106,112.91999816894531
2021-03-07,73.31286089767542,111.16999816894531
2021-03-14,76.40669216876735,117.8499984741211
2021-03-21,74.7853457512722,116.69000244140625
2021-03-28,71.92318642893072,114.66999816894531
2021-04-04,72.22355960949257,115.19999694824219
2021-04-11,72.64575198369728,115.91000366210938
2021-04-18,73.3881156243074,117.12000274658203
2021-04-25,73.03528666131277,116.91999816894531
2021-05-02,76.02658759491402,121.73999786376953
2021-05-09,77.78829758604594,124.94000244140625
2021-05-16,72.81795267422416,122.18000030517578
2021-05-23,72.95281571707834,122.37999725341797
2021-05-30,76.74831062366151,128.49000549316406
2021-06-06,78.7363237652373,132.27000427246094
2021-06-13,79.70526049992617,134.22999572753906
2021-06-20,65.18088310815642,125.33000183105469
2021-06-27,69.09270297247517,131.07000732421875
2021-07-04,67.05733476021882,129.6300048828125
2021-07-11,67.10082090420897,129.69000244140625
2021-07-18,59.752819415351944,124.5
2021-07-25,59.28136159435724,124.1500015258789
2021-08-01,61.496740048241335,126.5199966430664
2021-08-08,68.29940481057632,135.1999969482422
2021-08-15,66.08310733817663,133.6699981689453
2021-08-22,59.43163280952174,128.77000427246094
2021-08-29,63.41362945885945,133.69000244140625
2021-09-05,64.96426947429092,135.75
2021-09-12,55.33904496159575,127.9000015258789
2021-09-19,58.20213973938949,131.27000427246094
2021-09-26,60.30044101193461,133.85000610351562
2021-10-03,59.416450461754934,133.13999938964844
2021-10-10,58.048269618862236,132.0800018310547
2021-10-17,64.75925215182683,140.22000122070312
2021-10-24,68.08269140087442,145.13999938964844
2021-10-31,69.00405382635338,146.5800018310547
2021-11-07,79.55952806454405,170.5
2021-11-14,73.16546177437664,164.8000030517578
2021-11-21,73.93332335317879,166.74000549316406
2021-11-28,67.24655512494701,160.47999572753906
2021-12-05,57.19885365512485,149.19000244140625
2021-12-12,59.082497318092926,152.4199981689453
2021-12-19,57.65283303111467,150.72999572753906
2021-12-26,60.53146245380004,155.4600067138672
2022-01-02,62.99958943628894,159.77000427246094
2022-01-09,63.84693489639256,161.27000427246094
2022-01-16,58.49035698167683,155.6999969482422
2022-01-23,51.22775034281308,146.9600067138672
2022-01-30,50.79255919896828,146.39999389648438
2022-02-06,49.80001194321908,145.17999267578125
2022-02-13,47.079497981723705,141.8300018310547
2022-02-20,46.36299315055334,140.9499969482422
2022-02-27,45.30818475671223,139.6999969482422
2022-03-06,42.94294820730043,136.88999938964844
2022-03-13,37.77375580800123,130.0500030517578
2022-03-20,38.691670950044724,130.83999633789062
2022-03-27,38.17730862269312,130.1699981689453
2022-04-03,41.70262769770134,133.0
2022-04-10,37.23455993538509,127.47000122070312
2022-04-17,37.76693392702816,127.87999725341797
2022-04-24,36.155879518681026,125.87999725341797
2022-05-01,30.614624150647444,118.0
2022-05-08,35.25267549874897,121.41999816894531
2022-05-15,32.11602501495511,116.77999877929688
2022-05-22,27.591824367399568,108.83999633789062
2022-05-29,33.7789594843066,113.7300033569336
2022-06-05,31.535735226295245,109.94999694824219
2022-06-12,27.082929664907113,101.26000213623047
2022-06-19,24.677703849813554,95.69000244140625
2022-06-26,29.43922433353896,99.62000274658203
2022-07-03,27.55833326479329,95.68000030517578
2022-07-10,30.014894608946804,97.69000244140625
2022-07-17,29.306709736052284,96.36000061035156
2022-07-24,37.9800212264098,103.68000030517578
2022-07-31,43.07632056900391,108.63999938964844
2022-08-07,41.492135765759706,106.5
2022-08-14,50.12292977801187,115.8499984741211
2022-08-21,46.314291662711675,111.01000213623047
2022-08-28,41.94570113475312,104.8499984741211
2022-09-04,39.156273518805214,100.52999877929688
2022-09-11,42.257740102589686,103.7699966430664
2022-09-18,39.53170653185779,99.69999694824219
2022-09-25,34.00578363114013,90.18000030517578
2022-10-02,33.7761234443587,89.75
2022-10-09,36.76042125409454,92.54000091552734
2022-10-16,40.21306847910183,95.86000061035156
2022-10-23,45.236821814934494,101.04000091552734
2022-10-30,51.892802863803155,108.95999908447266
2022-11-06,56.63051627513879,115.56999969482422
2022-11-13,59.6295814329098,120.19999694824219
2022-11-20,57.50233383291529,117.9000015258789
2022-11-27,59.40115887885871,120.69999694824219
2022-12-04,58.0445709707255,119.33999633789062
