Date,MACD,MACD_Signal,MACD_Histogram,Close
2020-05-14,,,,20.299999237060547
2020-05-15,,,,19.920000076293945
2020-05-18,,,,24.1299991607666
2020-05-19,,,,23.68000030517578
2020-05-20,,,,24.90999984741211
2020-05-21,,,,25.84000015258789
2020-05-22,,,,25.399999618530273
2020-05-26,,,,29.540000915527344
2020-05-27,,,,30.690000534057617
2020-05-28,,,,28.889999389648438
2020-05-29,,,,28.040000915527344
2020-06-01,,,,29.459999084472656
2020-06-02,,,,29.90999984741211
2020-06-03,,,,33.650001525878906
2020-06-04,,,,39.099998474121094
2020-06-05,,,,42.40999984741211
2020-06-08,,,,48.689998626708984
2020-06-09,,,,44.63999938964844
2020-06-10,,,,39.720001220703125
2020-06-11,,,,33.31999969482422
2020-06-12,,,,39.65999984741211
2020-06-15,,,,39.0
2020-06-16,,,,40.209999084472656
2020-06-17,,,,39.25
2020-06-18,,,,39.34000015258789
2020-06-19,3.8007207343280527,,,36.84000015258789
2020-06-22,3.4191665612266107,,,36.540000915527344
2020-06-23,3.0445681617592655,,,36.08000183105469
2020-06-24,2.476269323254961,,,33.06999969482422
2020-06-25,2.132032036107013,,,34.689998626708984
2020-06-26,1.694444113748581,,,32.88999938964844
2020-06-29,1.5221523040724065,,,35.27000045776367
2020-06-30,1.317169818018911,,,34.61000061035156
2020-07-01,1.1287970013114332,2.082482416319597,-0.953685415008164,34.45000076293945
2020-07-02,0.9436182233856485,1.8547095777328075,-0.911091354347159,34.13999938964844
2020-07-06,0.87313775225158,1.6583952126365622,-0.7852574603849822,35.209999084472656
2020-07-07,0.5957740021136502,1.4458709705319799,-0.8500969684183297,32.54999923706055
2020-07-08,0.3700812952368224,1.2307130354729485,-0.8606317402361261,32.529998779296875
2020-07-09,0.0007770694358057995,0.98472584226552,-0.9839487728297142,30.170000076293945
2020-07-10,-0.08914265642967933,0.7699521425264801,-0.8590947989561595,32.66999816894531
2020-07-13,-0.23116914164069158,0.5697278856930459,-0.8008970273337375,31.760000228881836
2020-07-14,-0.34140452535536525,0.3875014034833637,-0.728905928838729,31.739999771118164
2020-07-15,-0.05453596671903682,0.29909392944288365,-0.3536298961619205,36.369998931884766
2020-07-16,0.02086880364040411,0.24344890428238775,-0.22258010064198364,34.4900016784668
2020-07-17,0.03423842861955961,0.20160680914982212,-0.1673683805302625,33.91999816894531
2020-07-20,-0.0825142902013738,0.14478258927958296,-0.22729687948095675,32.33000183105469
2020-07-21,-0.11401571564127266,0.09302292829541184,-0.2070386439366845,33.06999969482422
2020-07-22,-0.24907787647391189,0.024602767341547094,-0.273680643815459,31.670000076293945
2020-07-23,-0.22761291258984073,-0.02584036864473047,-0.20177254394511027,33.22999954223633
2020-07-24,-0.23612186004542934,-0.06789666692487024,-0.1682251931205591,32.880001068115234
2020-07-27,-0.27679295487980227,-0.10967592451585666,-0.1671170303639456,32.41999816894531
2020-07-28,-0.22254040110534845,-0.13224881983375503,-0.09029158127159342,33.459999084472656
2020-07-29,-0.24849586839241056,-0.15549822954548614,-0.09299763884692441,32.56999969482422
2020-07-30,-0.33221030683726127,-0.19084064500384118,-0.1413696618334201,31.739999771118164
2020-07-31,-0.4227306670504518,-0.23721864941316334,-0.18551201763728847,31.3799991607666
2020-08-03,-0.44974528070673614,-0.2797239756718779,-0.17002130503485824,31.8700008392334
2020-08-04,-0.4322809943717445,-0.31023537941185125,-0.12204561495989324,32.290000915527344
2020-08-05,-0.29880018449294,-0.307948340428069,0.009148155935129021,33.72999954223633
2020-08-06,-0.13736862039996822,-0.2738323964224489,0.13646377602248067,34.400001525878906
2020-08-07,-0.01490946612050692,-0.2220478103620605,0.20713834424155358,34.33000183105469
2020-08-10,0.3372725272030479,-0.11018374284903883,0.4474562700520867,37.540000915527344
2020-08-11,0.5527169251800572,0.02239639075678039,0.5303205344232769,36.83000183105469
2020-08-12,0.6809116066559397,0.15409943393661227,0.5268121727193275,36.400001525878906
2020-08-13,0.7265238194957817,0.26858431104844616,0.45793950844733555,35.810001373291016
2020-08-14,0.7834959942699911,0.37156664769275516,0.4119293465772359,36.18000030517578
2020-08-17,0.6772093796418233,0.4326951940825688,0.24451418555925447,34.400001525878906
2020-08-18,0.5527144734215881,0.45669904995037264,0.09601542347121544,33.97999954223633
2020-08-19,0.4855720724557244,0.462473654451443,0.023098418004281418,34.439998626708984
2020-08-20,0.3963229799611554,0.4492435195533855,-0.05292053959223009,34.04999923706055
2020-08-21,0.24131230942332849,0.40765727752737413,-0.16634496810404564,33.040000915527344
2020-08-24,0.37876752932279345,0.401879327886458,-0.023111798563664576,36.31999969482422
2020-08-25,0.39439476031900966,0.4003824143729684,-0.005987654053958735,35.220001220703125
2020-08-26,0.324764775427262,0.3852588865838271,-0.06049411115656511,34.25
2020-08-27,0.42366143990803096,0.39293939724866794,0.030722042659363014,36.220001220703125
2020-08-28,0.5856611751369485,0.4314837528263241,0.15417742231062437,37.34000015258789
2020-08-31,0.5990152441253969,0.46499005108613867,0.1340251930392582,36.0
2020-09-01,0.6034490361432034,0.49268184809755167,0.11076718804565178,36.0099983215332
2020-09-02,0.6702454081305262,0.5281945601041467,0.14205084802637957,36.88999938964844
2020-09-03,0.7556245547927674,0.5736805590418709,0.18194399575089648,37.400001525878906
2020-09-04,0.8785211324382658,0.6346486737211499,0.24387245871711594,38.209999084472656
2020-09-08,0.8906079295261193,0.6858405248821438,0.20476740464397558,37.279998779296875
2020-09-09,0.7902131645148813,0.7067150528086913,0.08349811170619004,36.029998779296875
2020-09-10,0.7360554508563126,0.7125831324182156,0.02347231843809705,36.45000076293945
2020-09-11,0.6549226218911954,0.7010510303128117,-0.04612840842161625,36.06999969482422
