Date,Stoch_K,Stoch_D,Close
2020-06-15,,,49900.0
2020-06-16,,,52100.0
2020-06-17,,,52200.0
2020-06-18,,,52300.0
2020-06-19,,,52900.0
2020-06-22,,,52000.0
2020-06-23,,,51400.0
2020-06-24,,,52900.0
2020-06-25,,,51900.0
2020-06-26,,,53300.0
2020-06-29,,,52400.0
2020-06-30,,,52800.0
2020-07-01,,,52600.0
2020-07-02,75.0,,52900.0
2020-07-03,90.9090909090909,,53600.0
2020-07-06,100.0,88.63636363636363,55000.0
2020-07-07,47.916666666666664,79.60858585858585,53400.0
2020-07-08,39.583333333333336,62.5,53000.0
2020-07-09,35.416666666666664,40.97222222222222,52800.0
2020-07-10,33.333333333333336,36.111111111111114,52700.0
2020-07-13,41.86046511627907,36.87015503875969,53400.0
2020-07-14,47.5,40.89793281653747,53800.0
2020-07-15,69.23076923076923,52.863744782349436,54700.0
2020-07-16,46.15384615384615,54.294871794871796,53800.0
2020-07-17,60.526315789473685,58.636977058029686,54400.0
2020-07-20,55.26315789473684,53.98110661268556,54200.0
2020-07-21,84.21052631578948,66.66666666666667,55300.0
2020-07-22,66.66666666666667,68.71345029239767,54700.0
2020-07-23,50.0,66.9590643274854,54100.0
2020-07-24,52.77777777777778,56.48148148148149,54200.0
2020-07-27,97.05882352941177,66.61220043572985,55600.0
2020-07-28,96.92307692307692,82.2532260767555,58600.0
2020-07-29,82.71604938271605,92.23264994506826,59000.0
2020-07-30,80.82191780821918,86.82034803800406,59000.0
2020-07-31,65.27777777777777,76.27191498957102,57900.0
2020-08-03,46.26865671641791,64.12278410080496,56800.0
2020-08-04,53.73134328358209,55.09259259259259,57300.0
2020-08-05,47.76119402985075,49.25373134328359,56900.0
2020-08-06,64.17910447761194,55.22388059701493,58000.0
2020-08-07,56.71641791044776,56.21890547263681,57500.0
2020-08-10,61.19402985074627,60.69651741293533,57800.0
2020-08-11,67.16417910447761,61.69154228855721,58200.0
2020-08-12,79.1044776119403,69.15422885572139,59000.0
2020-08-13,72.1311475409836,72.79993475246717,58700.0
2020-08-14,41.46341463414634,64.23301326235675,58000.0
2020-08-18,51.21951219512195,54.938024790083965,58400.0
2020-08-19,39.473684210526315,44.05220367993153,57800.0
2020-08-20,2.1739130434782608,30.95570314970884,55400.0
2020-08-21,13.043478260869565,18.230358504958048,55900.0
2020-08-24,17.391304347826086,10.869565217391303,56100.0
2020-08-25,23.91304347826087,18.115942028985504,56400.0
2020-08-26,23.91304347826087,21.73913043478261,56400.0
2020-08-27,6.521739130434782,18.115942028985508,55600.0
2020-08-28,2.1739130434782608,10.869565217391305,55400.0
2020-08-31,0.0,2.898550724637681,54000.0
2020-09-01,3.389830508474576,1.854581183984279,54200.0
2020-09-02,6.779661016949152,3.389830508474576,54400.0
2020-09-03,40.67796610169491,16.949152542372882,56400.0
2020-09-04,27.11864406779661,24.858757062146893,55600.0
2020-09-07,48.07692307692308,38.624511082138206,56500.0
2020-09-08,100.0,58.39852238157323,58700.0
2020-09-09,83.01886792452831,77.03193033381713,58400.0
2020-09-10,86.66666666666667,89.895178197065,59200.0
2020-09-11,83.33333333333333,84.33962264150944,59000.0
2020-09-14,94.11764705882354,88.03921568627452,60400.0
2020-09-15,100.0,92.48366013071895,61000.0
2020-09-16,95.89041095890411,96.66935267257588,61000.0
2020-09-17,75.34246575342466,90.41095890410959,59500.0
2020-09-18,72.22222222222223,81.15169964485034,59300.0
2020-09-21,70.83333333333333,72.79934043632674,59200.0
2020-09-22,50.0,64.35185185185185,58200.0
2020-09-23,56.45161290322581,59.09498207885304,58600.0
2020-09-24,36.36363636363637,47.60508308895405,57800.0
2020-09-25,17.073170731707318,36.6294733328565,57900.0
2020-09-28,20.512820512820515,24.64987586938807,58200.0
2020-09-29,20.512820512820515,19.366270585782782,58200.0
2020-10-05,33.333333333333336,24.786324786324787,58700.0
2020-10-06,41.02564102564103,31.62393162393163,59000.0
2020-10-07,64.1025641025641,46.15384615384615,59900.0
2020-10-08,58.97435897435897,54.7008547008547,59700.0
2020-10-12,88.23529411764706,70.43740573152338,60400.0
2020-10-13,87.5,78.23655103066868,60900.0
2020-10-14,87.5,87.74509803921569,60900.0
2020-10-15,65.0,80.0,60000.0
2020-10-16,52.5,68.33333333333333,59500.0
2020-10-19,64.1025641025641,60.53418803418803,60000.0
2020-10-20,87.17948717948718,67.92735042735042,60900.0
2020-10-21,85.0,78.76068376068376,60900.0
2020-10-22,65.0,79.05982905982906,60100.0
2020-10-23,67.5,72.5,60200.0
2020-10-26,63.333333333333336,65.27777777777779,60400.0
2020-10-27,43.333333333333336,58.05555555555555,59800.0
2020-10-28,7.407407407407407,38.02469135802469,59000.0
2020-10-29,15.0,21.913580246913583,58100.0
2020-10-30,0.0,7.469135802469136,56600.0
