Date,RSI,Close
2020-05-31,,94.91999816894531
2020-06-30,,91.43000030517578
2020-07-31,,100.63999938964844
2020-08-31,,109.47000122070312
2020-09-30,,108.83000183105469
2020-10-31,,105.11000061035156
2020-11-30,,108.22000122070312
2020-12-31,,109.48999786376953
2021-01-31,,123.58999633789062
2021-02-28,,119.77999877929688
2021-03-31,,119.83999633789062
2021-04-30,,120.08000183105469
2021-05-31,,116.6500015258789
2021-06-30,66.48230088951158,115.93000030517578
2021-07-31,71.41775642609474,120.9800033569336
2021-08-31,75.5551120779528,126.37000274658203
2021-09-30,61.014489832528284,118.12999725341797
2021-10-31,69.31815982298124,128.88999938964844
2021-11-30,64.99525369924724,125.7699966430664
2021-12-31,73.52619433880751,140.74000549316406
2022-01-31,59.640381446696054,127.45999908447266
2022-02-28,53.98520400840438,120.62000274658203
2022-03-31,52.22319970474421,118.36000061035156
2022-04-30,48.55322982039775,113.5
2022-05-31,51.54145187108154,117.45999908447266
2022-06-30,45.24506565085863,108.6500015258789
2022-07-31,45.399975199779696,108.83999633789062
2022-08-31,41.30036948508169,102.6500015258789
2022-09-30,37.802403840698965,96.76000213623047
2022-10-31,39.83355362986271,98.94000244140625
2022-11-30,47.19384101040949,107.58000183105469
2022-12-31,48.915290957670045,109.79000091552734
2023-01-31,49.524682306421944,110.55000305175781
2023-02-28,43.092765861532634,101.72000122070312
2023-03-31,42.781055635927935,101.26000213623047
2023-04-30,50.50124969745917,110.47000122070312
2023-05-31,44.548349958976836,102.0
2023-06-30,49.82712929681,109.0199966430664
2023-07-31,51.46447177528791,111.33000183105469
2023-08-31,45.61427261779177,102.9000015258789
2023-09-30,41.93039829286023,96.8499984741211
2023-10-31,40.588369843740345,94.55000305175781
2023-11-30,48.155816178092564,104.29000091552734
2023-12-31,52.05833130972136,110.06999969482422
2024-01-31,54.043508737691596,113.1500015258789
2024-02-29,57.42744216485693,118.63999938964844
2024-03-31,53.573820759686164,113.66000366210938
2024-04-30,48.19559409585212,105.97000122070312
2024-05-31,45.76363184444981,102.19000244140625
2024-06-30,47.0723728047184,103.91000366210938
2024-07-31,48.647361927618,105.94000244140625
2024-08-31,53.97331536454391,113.2699966430664
2024-09-30,54.48652008763379,114.01000213623047
2024-10-31,53.926488666984106,113.37000274658203
2024-11-30,57.86195413774219,118.7699966430664
2024-12-31,52.77368840334933,113.11000061035156
2025-01-31,62.157395750054626,127.93000030517578
2025-02-28,66.96531695719901,138.00999450683594
2025-03-31,62.42365545051405,132.64999389648438
2025-04-30,60.84827604980149,130.75
2025-05-31,62.371527999700874,133.5800018310547
2025-06-30,63.67827133581585,136.00999450683594
2025-07-31,59.994148066277745,132.02000427246094
